NOMBRE DEL INVESTIGADOR,NOMBRE DEL INVESTIGADOR PATENTE,SIMILARITY,NOMBRE_INVESTIGADOR_NORM,NOMBRE_PATENTE_NORM,ES_MISMA_PERSONA,SCORE,DETALLES
"DAVILA JIMENEZ,MARTIN MARINO","DAVILA JIMENEZ,MARTIN MARINO",100.0,"DAVILA JIMENEZ,MARTIN MARINO","DAVILA JIMENEZ,MARTIN MARINO",False,60.0,Institución
"DAVILA VAZQUEZ,GUSTAVO","DAVILA VAZQUEZ,GUSTAVO",100.0,"DAVILA VAZQUEZ,GUSTAVO","DAVILA VAZQUEZ,GUSTAVO",False,40.0,Sin coincidencias
"DE LA CRUZ CORDERO,RICARDO ABRAHAM","DE LA CRUZ CORDERO,RICARDO ABRAHAM",100.0,"DE LA CRUZ CORDERO,RICARDO ABRAHAM","DE LA CRUZ CORDERO,RICARDO ABRAHAM",False,40.0,Sin coincidencias
"DE LA ROSA SANTAMARIA,ROBERTO","DE LA ROSA SANTAMARIA,ROBERTO",100.0,"DE LA ROSA SANTAMARIA,ROBERTO","DE LA ROSA SANTAMARIA,ROBERTO",False,40.0,Sin coincidencias
"DE LANGE,DIRK FREDERIK","DE LANGE,DIRK FREDERIK",100.0,"DE LANGE,DIRK FREDERIK","DE LANGE,DIRK FREDERIK",False,60.0,Institución
"DEMMLER,MICHAEL","DEIMEN,MICHAEL L",7.4,"DEMMLER,MICHAEL","DEIMEN,MICHAEL L",False,0.0,Sin coincidencias
"DEL ANGEL VICENTE,PAZ","DEL ANGEL VICENTE,PAZ",100.0,"DEL ANGEL VICENTE,PAZ","DEL ANGEL VICENTE,PAZ",False,60.0,Institución
"DEL RIO GARCIA,JUAN CARLOS","DEL RIO,JUAN CARLOS",8.3,"DEL RIO GARCIA,JUAN CARLOS","DEL RIO,JUAN CARLOS",False,60.0,Institución
"DELGADO COELLO,BLANCA ALICIA","DELGADO COELLO,BLANCA ALICIA",100.0,"DELGADO COELLO,BLANCA ALICIA","DELGADO COELLO,BLANCA ALICIA",False,60.0,Institución
"DIAZ DE LA GARZA,ROCIO ISABEL","DIAZ DE LA GARZA,ROCIO ISABEL",100.0,"DIAZ DE LA GARZA,ROCIO ISABEL","DIAZ DE LA GARZA,ROCIO ISABEL",False,60.0,Institución
"DIAZ DE LEON GOMEZ,RAMON ENRIQUE","DIAZ DE LEON GOMEZ,RAMON ENRIQUE",100.0,"DIAZ DE LEON GOMEZ,RAMON ENRIQUE","DIAZ DE LEON GOMEZ,RAMON ENRIQUE",False,40.0,Similitud Nombre (100%)
"DIAZ DE LEON HERNANDEZ,JORGE NOE","DIAZ DE LEON HERNANDEZ,JORGE NOE",100.0,"DIAZ DE LEON HERNANDEZ,JORGE NOE","DIAZ DE LEON HERNANDEZ,JORGE NOE",False,60.0,Institución
"DIAZ FLEISCHER,FRANCISCO","DIAZ FLEISCHER,FRANCISCO",100.0,"DIAZ FLEISCHER,FRANCISCO","DIAZ FLEISCHER,FRANCISCO",False,40.0,Similitud Nombre (100%)
"DIAZ RUIZ,MARIA DE LOS ANGELES ARACELI","DIAZ RUIZ,MARIA DE LOS ANGELES ARACELI",100.0,"DIAZ RUIZ,MARIA DE LOS ANGELES ARACELI","DIAZ RUIZ,MARIA DE LOS ANGELES ARACELI",False,40.0,Sin coincidencias
"DOMINGUEZ AGUILAR,MARCO ANTONIO","DOMINGUEZ AGUILAR,MARCO ANTONIO",100.0,"DOMINGUEZ AGUILAR,MARCO ANTONIO","DOMINGUEZ AGUILAR,MARCO ANTONIO",False,60.0,Institución
"DOMINGUEZ CHAVEZ,JORGE GUILLERMO","DOMINGUEZ CHAVEZ,JORGE GUILLERMO",100.0,"DOMINGUEZ CHAVEZ,JORGE GUILLERMO","DOMINGUEZ CHAVEZ,JORGE GUILLERMO",False,60.0,Institución
"DOMINGUEZ ESQUIVEL,JOSE MANUEL","DOMINGUEZ ESQUIVEL,JOSE MANUEL",100.0,"DOMINGUEZ ESQUIVEL,JOSE MANUEL","DOMINGUEZ ESQUIVEL,JOSE MANUEL",False,60.0,Institución
"DOMINGUEZ MALDONADO,JORGE ARTURO","DOMINGUEZ MALDONADO,JORGE ARTURO",100.0,"DOMINGUEZ MALDONADO,JORGE ARTURO","DOMINGUEZ MALDONADO,JORGE ARTURO",False,40.0,Similitud Nombre (100%)
"DOUDA,YOURI","DOUDA,YOURI",100.0,"DOUDA,YOURI","DOUDA,YOURI",False,60.0,Institución
"DUARTE VAZQUEZ,MIGUEL ANGEL","DUARTE VAZQUEZ,MIGUEL ANGEL",100.0,"DUARTE VAZQUEZ,MIGUEL ANGEL","DUARTE VAZQUEZ,MIGUEL ANGEL",False,60.0,Institución
"DURAN VALENCIA,CECILIA DE LOS ANGELES","DURAN VALENCIA,CECILIA DE LOS ANGELES",100.0,"DURAN VALENCIA,CECILIA DE LOS ANGELES","DURAN VALENCIA,CECILIA DE LOS ANGELES",False,60.0,Institución
"ELIZALDE GONZALEZ,MARIA DE LA PAZ","ELIZALDE GONZALEZ,MARIA DE LA PAZ",100.0,"ELIZALDE GONZALEZ,MARIA DE LA PAZ","ELIZALDE GONZALEZ,MARIA DE LA PAZ",False,60.0,Institución
"ELIZALDE SILLER,HUGO RAMON","ELIZALDE SILLER,HUGO RAMON",100.0,"ELIZALDE SILLER,HUGO RAMON","ELIZALDE SILLER,HUGO RAMON",False,40.0,Similitud Nombre (100%)
"ELIZONDO RIOJAS,GUILLERMO","ELIZONDO RIOJAS,GUILLERMO",100.0,"ELIZONDO RIOJAS,GUILLERMO","ELIZONDO RIOJAS,GUILLERMO",False,40.0,Similitud Nombre (100%)
"ENRIQUEZ CARREJO,JOSE LUIS","ENRIQUEZ CARREJO,JOSE LUIS",100.0,"ENRIQUEZ CARREJO,JOSE LUIS","ENRIQUEZ CARREJO,JOSE LUIS",False,40.0,Similitud Nombre (100%)
"ENRIQUEZ VALENCIA,RAUL","ENRIQUEZ,RAUL G",72.0,"ENRIQUEZ VALENCIA,RAUL","ENRIQUEZ,RAUL G",False,37.2,Similitud Nombre (93%)
"ESCALERA BRICENO,ALEJANDRO","ESCALERA,ALEJANDRO LEON",7.2,"ESCALERA BRICENO,ALEJANDRO","ESCALERA,ALEJANDRO LEON",False,60.0,Institución
"ESCOBAR AGUILAR,JOSE","ESCOBAR AGUILAR,JOSE",100.0,"ESCOBAR AGUILAR,JOSE","ESCOBAR AGUILAR,JOSE",False,60.0,Institución
"ESCOBAR BARRIOS,VLADIMIR ALONSO","ESCOBAR BARRIOS,VLADIMIR ALONSO",100.0,"ESCOBAR BARRIOS,VLADIMIR ALONSO","ESCOBAR BARRIOS,VLADIMIR ALONSO",False,40.0,Sin coincidencias
"ESCOBAR HERNANDEZ,DANIEL","ESCOBAR HERNANDEZ,DANIEL",100.0,"ESCOBAR HERNANDEZ,DANIEL","ESCOBAR HERNANDEZ,DANIEL",False,60.0,Institución
"ESCOBAR VALDERRAMA,GERARDO","ESCOBAR VALDERRAMA,GERARDO",100.0,"ESCOBAR VALDERRAMA,GERARDO","ESCOBAR VALDERRAMA,GERARDO",False,60.0,Institución
"ESCOBAR GALINDO,GERARDO","ESCOBAR,GERARDO",8.1,"ESCOBAR GALINDO,GERARDO","ESCOBAR,GERARDO",False,40.0,Sin coincidencias
"ESCUDERO URIBE,APOLO ZEUS","ESCUDERO URIBE,APOLO ZEUS",100.0,"ESCUDERO URIBE,APOLO ZEUS","ESCUDERO URIBE,APOLO ZEUS",False,40.0,Similitud Nombre (100%)
"ESPARZA GARCIA,FERNANDO JOSE","ESPARZA,FERNANDO",7.1,"ESPARZA GARCIA,FERNANDO JOSE","ESPARZA,FERNANDO",False,60.0,Institución
"ESPARZA FLORES,MIGUEL","ESPARZA,MIGUEL",8.3,"ESPARZA FLORES,MIGUEL","ESPARZA,MIGUEL",True,80.0,"Institución, Fecha"
"ESPINO SOLIS,GERARDO PAVEL","ESPINO SOLIS,GERARDO PAVEL",100.0,"ESPINO SOLIS,GERARDO PAVEL","ESPINO SOLIS,GERARDO PAVEL",False,60.0,Institución
"ESPINOSA ANDREWS,HUGO","ESPINOSA ANDREWS,HUGO",100.0,"ESPINOSA ANDREWS,HUGO","ESPINOSA ANDREWS,HUGO",False,40.0,Sin coincidencias
"ESPINOSA MONTERO,JUAN","ESPINOSA,JUAN",8.3,"ESPINOSA MONTERO,JUAN","ESPINOSA,JUAN",False,40.0,Sin coincidencias
"ESPINOZA GONZALEZ,CARLOS JOSE","ESPINOZA GONZALEZ,CARLOS JOSE",100.0,"ESPINOZA GONZALEZ,CARLOS JOSE","ESPINOZA GONZALEZ,CARLOS JOSE",False,40.0,Sin coincidencias
