NOMBRE DEL INVESTIGADOR,NOMBRE DEL INVESTIGADOR PATENTE,SIMILARITY,NOMBRE_INVESTIGADOR_NORM,NOMBRE_PATENTE_NORM,ES_MISMA_PERSONA,SCORE,DETALLES
"QUINTANILLA MARTINEZ,JUAN","QUINTANILLA,JUAN",8.5,"QUINTANILLA MARTINEZ,JUAN","QUINTANILLA,JUAN",False,60.0,Institución
"QUIROZ MERCADO,HUGO","QUIROZ MERCADO,HUGO",100.0,"QUIROZ MERCADO,HUGO","QUIROZ MERCADO,HUGO",False,40.0,Similitud Nombre (100%)
"RAMIREZ AMADOR,SERGIO","RAMIREZ AMADOR,SERGIO",100.0,"RAMIREZ AMADOR,SERGIO","RAMIREZ AMADOR,SERGIO",False,60.0,Institución
"RAMIREZ DE SANTIAGO,MARIO","RAMIREZ DE SANTIAGO,MARIO",100.0,"RAMIREZ DE SANTIAGO,MARIO","RAMIREZ DE SANTIAGO,MARIO",False,60.0,Institución
"RAMIREZ GARNICA,MARCO ANTONIO","RAMIREZ GARNICA,MARCO ANTONIO",100.0,"RAMIREZ GARNICA,MARCO ANTONIO","RAMIREZ GARNICA,MARCO ANTONIO",False,60.0,Institución
"RAMIREZ PEREZ,JORGE FRANCISCO","RAMIREZ PEREZ,JORGE FRANCISCO",100.0,"RAMIREZ PEREZ,JORGE FRANCISCO","RAMIREZ PEREZ,JORGE FRANCISCO",True,80.0,"Institución, Fecha"
"RAMIREZ SABAG,JETZABETH","RAMIREZ SABAG,JETZABETH",100.0,"RAMIREZ SABAG,JETZABETH","RAMIREZ SABAG,JETZABETH",False,60.0,Institución
"RAMIREZ SALGADO,JOEL","RAMIREZ SALGADO,JOEL",100.0,"RAMIREZ SALGADO,JOEL","RAMIREZ SALGADO,JOEL",False,60.0,Institución
"RAMIREZ SOLIS,JORGE FERNANDO","RAMIREZ SOLIS,JORGE FERNANDO",100.0,"RAMIREZ SOLIS,JORGE FERNANDO","RAMIREZ SOLIS,JORGE FERNANDO",False,60.0,Institución
"RAMIREZ VERDUZCO,LUIS FELIPE","RAMIREZ VERDUZCO,LUIS FELIPE",100.0,"RAMIREZ VERDUZCO,LUIS FELIPE","RAMIREZ VERDUZCO,LUIS FELIPE",False,60.0,Institución
"RAMIREZ ARANDA,MANUEL","RAMIREZ,MANUEL",8.3,"RAMIREZ ARANDA,MANUEL","RAMIREZ,MANUEL",False,60.0,Institución
"RAMIREZ LEPE,MARIO","RAMIREZ,MARIO",8.6,"RAMIREZ LEPE,MARIO","RAMIREZ,MARIO",False,40.0,Sin coincidencias
"RAMIREZ RAMIREZ,NORMA","RAMIREZ,NORMA",8.1,"RAMIREZ RAMIREZ,NORMA","RAMIREZ,NORMA",False,60.0,Institución
"RAMIREZ GARCIA,PEDRO","RAMIREZ,PEDRO",8.3,"RAMIREZ GARCIA,PEDRO","RAMIREZ,PEDRO",False,60.0,Institución
"RAMOS MURILLO,MANUEL ANTONIO","RAMOS MURILLO,MANUEL ANTONIO",100.0,"RAMOS MURILLO,MANUEL ANTONIO","RAMOS MURILLO,MANUEL ANTONIO",False,60.0,Institución
"RAMOS ORTIZ,GABRIEL","RAMOS ORTIZ,GABRIEL",100.0,"RAMOS ORTIZ,GABRIEL","RAMOS ORTIZ,GABRIEL",False,40.0,Similitud Nombre (100%)
"RANA,MOHAN SINGH","RANA,MOHAN SINGH",100.0,"RANA,MOHAN SINGH","RANA,MOHAN SINGH",False,60.0,Institución
"RANGEL MENDEZ,JOSE RENE","RANGEL MENDEZ,JOSE RENE",100.0,"RANGEL MENDEZ,JOSE RENE","RANGEL MENDEZ,JOSE RENE",False,40.0,Similitud Nombre (100%)
"RANGEL HUERTA,JOSE ALEJANDRO","RANGEL,ALEJANDRO",7.0,"RANGEL HUERTA,JOSE ALEJANDRO","RANGEL,ALEJANDRO",False,60.0,Institución
"RAYO MAYORAL,PATRICIA","RAYO MAYORAL,PATRICIA",100.0,"RAYO MAYORAL,PATRICIA","RAYO MAYORAL,PATRICIA",False,60.0,Institución
"RAZO FLORES,ELIAS","RAZO FLORES,ELIAS",100.0,"RAZO FLORES,ELIAS","RAZO FLORES,ELIAS",False,40.0,Similitud Nombre (100%)
"REYES ESPARZA,JORGE ALBERTO","REYES ESPARZA,JORGE ALBERTO",100.0,"REYES ESPARZA,JORGE ALBERTO","REYES ESPARZA,JORGE ALBERTO",False,60.0,Institución
"REYES MARTINEZ,REYNA","REYES MARTINEZ,REYNA",100.0,"REYES MARTINEZ,REYNA","REYES MARTINEZ,REYNA",False,60.0,Institución
"REYES TABOADA,JOSE LUIS","REYES TABOADA,JOSE L",90.0,"REYES TABOADA,JOSE LUIS","REYES TABOADA,JOSE L",False,38.0,Similitud Nombre (95%)
"REYES VIDAL,MARIA YOLANDA","REYES VIDAL,MARIA YOLANDA",100.0,"REYES VIDAL,MARIA YOLANDA","REYES VIDAL,MARIA YOLANDA",False,40.0,Sin coincidencias
"REYES GASGA,JOSE","REYES,JOSE",81.2,"REYES GASGA,JOSE","REYES,JOSE",False,60.0,Institución
"REYES MURO,LUIS","REYES,LUIS",8.3,"REYES MURO,LUIS","REYES,LUIS",False,60.0,Institución
"RIANO UMBARILA,LIDIA","RIANO UMBARILA,LIDIA",100.0,"RIANO UMBARILA,LIDIA","RIANO UMBARILA,LIDIA",False,40.0,Similitud Nombre (100%)
"RIOS CASTANEDA,LUIS CAMILO","RIOS CASTANEDA,LUIS CAMILO",100.0,"RIOS CASTANEDA,LUIS CAMILO","RIOS CASTANEDA,LUIS CAMILO",False,40.0,Similitud Nombre (100%)
"RIOS JARA,DAVID","RIOS JARA,DAVID",100.0,"RIOS JARA,DAVID","RIOS JARA,DAVID",False,60.0,Institución
"RITO PALOMARES,MARCO ANTONIO","RITO PALOMARES,MARCO ANTONIO",100.0,"RITO PALOMARES,MARCO ANTONIO","RITO PALOMARES,MARCO ANTONIO",False,60.0,Institución
"RIVAS CACERES,RAYMUNDO RENE","RIVAS CACERES,RAYMUNDO RENE",100.0,"RIVAS CACERES,RAYMUNDO RENE","RIVAS CACERES,RAYMUNDO RENE",False,60.0,Institución
"RIVAS LOPEZ,ARIEL LUIS","RIVAS,ARIEL L",7.2,"RIVAS LOPEZ,ARIEL LUIS","RIVAS,ARIEL L",False,36.8,Similitud Nombre (92%)
"RIVERA SOLORIO,CARLOS IVAN","RIVERA SOLORIO,CARLOS IVAN",100.0,"RIVERA SOLORIO,CARLOS IVAN","RIVERA SOLORIO,CARLOS IVAN",False,60.0,Institución
"RIVERA LOPEZ,RAFAEL","RIVERA,RAFAEL",8.3,"RIVERA LOPEZ,RAFAEL","RIVERA,RAFAEL",False,40.0,Sin coincidencias
"RIVERON ROJAS,ANA MARIA","RIVERON ROJAS,ANA MARIA",100.0,"RIVERON ROJAS,ANA MARIA","RIVERON ROJAS,ANA MARIA",False,40.0,Sin coincidencias
"RIVILLAS ACEVEDO,LINA ANDREA","RIVILLAS ACEVEDO,LINA ANDREA",100.0,"RIVILLAS ACEVEDO,LINA ANDREA","RIVILLAS ACEVEDO,LINA ANDREA",False,60.0,Institución
"ROBLES ORTIZ,DAVID","ROBERTS,DAVID",8.1,"ROBLES ORTIZ,DAVID","ROBERTS,DAVID",False,60.0,Institución
"ROBLES LOPEZ,ROGELIO","ROBLES,ROGELIO",8.3,"ROBLES LOPEZ,ROGELIO","ROBLES,ROGELIO",False,60.0,Institución
"RODRIGUEZ ALCAZAR,JORGE","RODRIGUEZ ALCAZAR,JORGE",100.0,"RODRIGUEZ ALCAZAR,JORGE","RODRIGUEZ ALCAZAR,JORGE",False,40.0,Sin coincidencias
"RODRIGUEZ DE ANDA,EDUARDO","RODRIGUEZ DE ANDA,EDUARDO",100.0,"RODRIGUEZ DE ANDA,EDUARDO","RODRIGUEZ DE ANDA,EDUARDO",True,80.0,"Institución, Fecha"
"RODRIGUEZ DOMINGUEZ,JOSE MANUEL","RODRIGUEZ DOMINGUEZ,JOSE MANUEL",100.0,"RODRIGUEZ DOMINGUEZ,JOSE MANUEL","RODRIGUEZ DOMINGUEZ,JOSE MANUEL",False,40.0,Similitud Nombre (100%)
"RODRIGUEZ FERNANDEZ,OLIVERIO SANTIAGO","RODRIGUEZ FERNANDEZ,OLIVERIO SANTIAGO",100.0,"RODRIGUEZ FERNANDEZ,OLIVERIO SANTIAGO","RODRIGUEZ FERNANDEZ,OLIVERIO SANTIAGO",False,40.0,Sin coincidencias
"RODRIGUEZ FIGUEROA,JOSE CARLOS","RODRIGUEZ FIGUEROA,JOSE CARLOS",100.0,"RODRIGUEZ FIGUEROA,JOSE CARLOS","RODRIGUEZ FIGUEROA,JOSE CARLOS",False,60.0,Institución
"RODRIGUEZ GONZALEZ,CLAUDIA ALEJANDRA","RODRIGUEZ GONZALEZ,CLAUDIA ALEJANDRA",100.0,"RODRIGUEZ GONZALEZ,CLAUDIA ALEJANDRA","RODRIGUEZ GONZALEZ,CLAUDIA ALEJANDRA",False,60.0,Institución
"RODRIGUEZ GUADARRAMA,LUIS ANTONIO","RODRIGUEZ GUADARRAMA,LUIS ANTONIO",100.0,"RODRIGUEZ GUADARRAMA,LUIS ANTONIO","RODRIGUEZ GUADARRAMA,LUIS ANTONIO",False,40.0,Sin coincidencias
"RODRIGUEZ LEAL,ERNESTO","RODRIGUEZ LEAL,ERNESTO",100.0,"RODRIGUEZ LEAL,ERNESTO","RODRIGUEZ LEAL,ERNESTO",False,60.0,Institución
"RODRIGUEZ LELIS,JOSE MARIA","RODRIGUEZ LELIS,JOSE MARIA",100.0,"RODRIGUEZ LELIS,JOSE MARIA","RODRIGUEZ LELIS,JOSE MARIA",False,40.0,Sin coincidencias
"RODRIGUEZ LOPEZ,CARLOS EDUARDO","RODRIGUEZ LOPEZ,CARLOS EDUARDO",100.0,"RODRIGUEZ LOPEZ,CARLOS EDUARDO","RODRIGUEZ LOPEZ,CARLOS EDUARDO",False,40.0,Similitud Nombre (100%)
"RODRIGUEZ RODRIGUEZ,JOAQUIN HECTOR","RODRIGUEZ RODRIGUEZ,JOAQUIN HECTOR",100.0,"RODRIGUEZ RODRIGUEZ,JOAQUIN HECTOR","RODRIGUEZ RODRIGUEZ,JOAQUIN HECTOR",False,60.0,Institución
"RODRIGUEZ SALINAS,JUAN JOSE","RODRIGUEZ SALINAS,JUAN JOSE",100.0,"RODRIGUEZ SALINAS,JUAN JOSE","RODRIGUEZ SALINAS,JUAN JOSE",False,60.0,Institución
"RODRIGUEZ SANCHEZ,DARIANA GRACIELA","RODRIGUEZ SANCHEZ,DARIANA GRACIELA",100.0,"RODRIGUEZ SANCHEZ,DARIANA GRACIELA","RODRIGUEZ SANCHEZ,DARIANA GRACIELA",False,40.0,Similitud Nombre (100%)
"RODRIGUEZ ZAPATA,LUIS CARLOS","RODRIGUEZ ZAPATA,LUIS CARLOS",100.0,"RODRIGUEZ ZAPATA,LUIS CARLOS","RODRIGUEZ ZAPATA,LUIS CARLOS",False,40.0,Sin coincidencias
"RODRIGUEZ RIOS,ANDRES","RODRIGUEZ,ANDRES",8.9,"RODRIGUEZ RIOS,ANDRES","RODRIGUEZ,ANDRES",False,60.0,Institución
"RODRIGUEZ MORENO,ANGEL","RODRIGUEZ,ANGEL",86.0,"RODRIGUEZ MORENO,ANGEL","RODRIGUEZ,ANGEL",False,60.0,Institución
"RODRIGUEZ BEAS,CESAR","RODRIGUEZ,CESAR",8.9,"RODRIGUEZ BEAS,CESAR","RODRIGUEZ,CESAR",False,60.0,Institución
"RODRIGUEZ RUIZ,CHRISTIAN","RODRIGUEZ,CHRISTIAN",8.9,"RODRIGUEZ RUIZ,CHRISTIAN","RODRIGUEZ,CHRISTIAN",False,60.0,Institución
"RODRIGUEZ MENDEZ,DIANA","RODRIGUEZ,DIANA",86.0,"RODRIGUEZ MENDEZ,DIANA","RODRIGUEZ,DIANA",False,60.0,Institución
"RODRIGUEZ HERREJON,GUILLERMO FERNANDO","RODRIGUEZ,GILBERTO FERNANDO",7.6,"RODRIGUEZ HERREJON,GUILLERMO FERNANDO","RODRIGUEZ,GILBERTO FERNANDO",False,60.0,Institución
"RODRIGUEZ GOMEZ,GUSTAVO","RODRIGUEZ,GUSTAVO",87.5,"RODRIGUEZ GOMEZ,GUSTAVO","RODRIGUEZ,GUSTAVO",False,60.0,Institución
"RODRIGUEZ RANGEL,HECTOR","RODRIGUEZ,HECTOR",86.0,"RODRIGUEZ RANGEL,HECTOR","RODRIGUEZ,HECTOR",False,40.0,Sin coincidencias
"RODRIGUEZ RAMIREZ,JUAN","RODRIGUEZ,JUAN",8.4,"RODRIGUEZ RAMIREZ,JUAN","RODRIGUEZ,JUAN",False,60.0,Institución
"RODRIGUEZ RAMIREZ,JUAN","RODRIGUEZ,JUAN G",7.4,"RODRIGUEZ RAMIREZ,JUAN","RODRIGUEZ,JUAN G",False,37.2,Similitud Nombre (93%)
"RODRIGUEZ PEREZ,VICTOR","RODRIGUEZ,VICTOR M",8.0,"RODRIGUEZ PEREZ,VICTOR","RODRIGUEZ,VICTOR M",False,37.6,Similitud Nombre (94%)
"RODRIGUEZ IGLESIAS,VLADIMIR","RODRIGUEZ,VLADIMIR CANO",7.1,"RODRIGUEZ IGLESIAS,VLADIMIR","RODRIGUEZ,VLADIMIR CANO",False,60.0,Institución
"RODRIGUEZ SALINAS,JUAN JOSE","RODRIQUEZ SALINAS,JUAN JOSE",9.7,"RODRIGUEZ SALINAS,JUAN JOSE","RODRIQUEZ SALINAS,JUAN JOSE",False,60.0,Institución
"ROJAS AVELIZAPA,NORMA GABRIELA","ROJAS AVELIZAPA,NORMA GABRIELA",100.0,"ROJAS AVELIZAPA,NORMA GABRIELA","ROJAS AVELIZAPA,NORMA GABRIELA",False,60.0,Institución
"ROJAS GARCIA,JOSE MANUEL","ROJAS GARCIA,JOSE MANUEL",100.0,"ROJAS GARCIA,JOSE MANUEL","ROJAS GARCIA,JOSE MANUEL",False,60.0,Fecha
"ROJAS GEORGE,GABRIEL","ROJAS GEORGE,GABRIEL",100.0,"ROJAS GEORGE,GABRIEL","ROJAS GEORGE,GABRIEL",False,40.0,Similitud Nombre (100%)
"ROLDAN CARRILLO,TERESA GUADALUPE","ROLDAN CARRILLO,TERESA GUADALUPE",100.0,"ROLDAN CARRILLO,TERESA GUADALUPE","ROLDAN CARRILLO,TERESA GUADALUPE",False,60.0,Institución
"ROMAN AGUIRRE,MANUEL","ROMAN AGUIRRE,MANUEL",100.0,"ROMAN AGUIRRE,MANUEL","ROMAN AGUIRRE,MANUEL",False,40.0,Sin coincidencias
"ROMERO GARCIA,JORGE","ROMERO GARCIA,JORGE",100.0,"ROMERO GARCIA,JORGE","ROMERO GARCIA,JORGE",False,40.0,Sin coincidencias
"RONICKE,STEPHAN","RONICKE,STEPHAN",100.0,"RONICKE,STEPHAN","RONICKE,STEPHAN",False,40.0,Sin coincidencias
"ROSADO LORIA,JORGE LUIS","ROSADO LORIA,JORGE LUIS",100.0,"ROSADO LORIA,JORGE LUIS","ROSADO LORIA,JORGE LUIS",False,60.0,Institución
"RUBIO PONCE,ALBERTO","RUBIO,ALBERTO E",75.0,"RUBIO PONCE,ALBERTO","RUBIO,ALBERTO E",False,37.2,Similitud Nombre (93%)
"RUELAS LEPE,RUBEN","RUELAS LEPE,RUBEN",100.0,"RUELAS LEPE,RUBEN","RUELAS LEPE,RUBEN",False,40.0,Similitud Nombre (100%)
"RUIZ CRUZ,RIEMANN","RUIZ CRUZ,RIEMANN",100.0,"RUIZ CRUZ,RIEMANN","RUIZ CRUZ,RIEMANN",False,60.0,Institución
"RUIZ MORALES,YOSADARA","RUIZ MORALES,YOSADARA",100.0,"RUIZ MORALES,YOSADARA","RUIZ MORALES,YOSADARA",False,60.0,Institución
"RUIZ RUIZ,FEDERICO AUGUSTO","RUIZ RUIZ,FEDERICO AUGUSTO",100.0,"RUIZ RUIZ,FEDERICO AUGUSTO","RUIZ RUIZ,FEDERICO AUGUSTO",False,60.0,Institución
"RUIZ SCHNEIDER,ELFEGO GUILLERMO","RUIZ SCHNEIDER,ELFEGO GUILLERMO",100.0,"RUIZ SCHNEIDER,ELFEGO GUILLERMO","RUIZ SCHNEIDER,ELFEGO GUILLERMO",False,60.0,Institución
"RUIZ X,FACUNDO","RUIZ,FACUNDO",90.0,"RUIZ X,FACUNDO","RUIZ,FACUNDO",False,60.0,Institución
"RUIZ AYMA,GABRIEL","RUIZ,GABRIEL",8.0,"RUIZ AYMA,GABRIEL","RUIZ,GABRIEL",True,80.0,"Institución, Fecha"
"SALAS CASALES,LUIS","SALAS CASALES,LUIS",100.0,"SALAS CASALES,LUIS","SALAS CASALES,LUIS",False,60.0,Institución
"SALAZAR SANCHEZ,JUAN CARLOS","SALAZAR,JUAN CARLOS",8.1,"SALAZAR SANCHEZ,JUAN CARLOS","SALAZAR,JUAN CARLOS",False,60.0,Institución
"SALAZAR RAMIREZ,MANUEL","SALAZAR,MANUEL",8.1,"SALAZAR RAMIREZ,MANUEL","SALAZAR,MANUEL",False,60.0,Institución
"SALAZAR MENDOZA,RUBEN","SALAZAR,RUBEN",8.1,"SALAZAR MENDOZA,RUBEN","SALAZAR,RUBEN",False,60.0,Institución
"SALDIVAR GUERRA,ENRIQUE","SALDIVAR GUERRA,ENRIQUE",100.0,"SALDIVAR GUERRA,ENRIQUE","SALDIVAR GUERRA,ENRIQUE",False,40.0,Sin coincidencias
"SALGADO CEBALLOS,HERMELINDA","SALGADO CEBALLOS,HERMELINDA",100.0,"SALGADO CEBALLOS,HERMELINDA","SALGADO CEBALLOS,HERMELINDA",False,60.0,Institución
"SALMON SALAZAR,MANUEL DE JESUS","SALMON SALAZAR,MANUEL DE JESUS",100.0,"SALMON SALAZAR,MANUEL DE JESUS","SALMON SALAZAR,MANUEL DE JESUS",False,60.0,Institución
"SANCHEZ CASTILLO,JOAQUIN","SANCHES CASTILLO,JOAQUIN",96.8,"SANCHEZ CASTILLO,JOAQUIN","SANCHES CASTILLO,JOAQUIN",False,60.0,Institución
"SANCHEZ CAMPOS,LILIANA NOEMI","SANCHEZ CAMPOS,LILIANA NOEMI",100.0,"SANCHEZ CAMPOS,LILIANA NOEMI","SANCHEZ CAMPOS,LILIANA NOEMI",False,60.0,Fecha
"SANCHEZ CANTU,MANUEL","SANCHEZ CANTU,MANUEL",100.0,"SANCHEZ CANTU,MANUEL","SANCHEZ CANTU,MANUEL",True,80.0,"Institución, Fecha"
"SANCHEZ CASTREJON,EDNA","SANCHEZ CASTREJON,EDNA",100.0,"SANCHEZ CASTREJON,EDNA","SANCHEZ CASTREJON,EDNA",False,40.0,Similitud Nombre (100%)
"SANCHEZ GARCIA,SERGIO","SANCHEZ GARCIA,SERGIO",100.0,"SANCHEZ GARCIA,SERGIO","SANCHEZ GARCIA,SERGIO",False,60.0,Institución
"SANCHEZ GARCIA,VERONICA","SANCHEZ GARCIA,VERONICA",100.0,"SANCHEZ GARCIA,VERONICA","SANCHEZ GARCIA,VERONICA",False,40.0,Sin coincidencias
"SANCHEZ LLAMAZARES,JOSE LUIS","SANCHEZ LLAMAZARES,JOSE LUIS",100.0,"SANCHEZ LLAMAZARES,JOSE LUIS","SANCHEZ LLAMAZARES,JOSE LUIS",False,60.0,Institución
"SANCHEZ LOPEZ,ROSANA","SANCHEZ LOPEZ,ROSANA",100.0,"SANCHEZ LOPEZ,ROSANA","SANCHEZ LOPEZ,ROSANA",False,40.0,Similitud Nombre (100%)
"SANCHEZ MACHADO,DALIA ISABEL","SANCHEZ MACHADO,DALIA ISABEL",100.0,"SANCHEZ MACHADO,DALIA ISABEL","SANCHEZ MACHADO,DALIA ISABEL",False,40.0,Similitud Nombre (100%)
"SANCHEZ MIRANDA,MANUEL DE JESUS","SANCHEZ MIRANDA,MANUEL DE JESUS",100.0,"SANCHEZ MIRANDA,MANUEL DE JESUS","SANCHEZ MIRANDA,MANUEL DE JESUS",False,60.0,Institución
"SANCHEZ PARDO,MARIA ELENA","SANCHEZ PARDO,MARIA ELENA",100.0,"SANCHEZ PARDO,MARIA ELENA","SANCHEZ PARDO,MARIA ELENA",False,40.0,Similitud Nombre (100%)
"SANCHEZ SCHMITZ,GUZMAN GERARDO ALFONSO","SANCHEZ SCHMITZ,GUZMAN GERARDO ALFONSO",100.0,"SANCHEZ SCHMITZ,GUZMAN GERARDO ALFONSO","SANCHEZ SCHMITZ,GUZMAN GERARDO ALFONSO",True,80.0,"Institución, Fecha"
"SANCHEZ SINENCIO,FELICIANO","SANCHEZ SINENCIO,FELICIANO",100.0,"SANCHEZ SINENCIO,FELICIANO","SANCHEZ SINENCIO,FELICIANO",False,40.0,Similitud Nombre (100%)
"SANCHEZ VALDES,CESAR FIDEL","SANCHEZ VALDES,CESAR FIDEL",100.0,"SANCHEZ VALDES,CESAR FIDEL","SANCHEZ VALDES,CESAR FIDEL",False,40.0,Sin coincidencias
"SANCHEZ VALENTE,JAIME","SANCHEZ VALENTE,JAIME",100.0,"SANCHEZ VALENTE,JAIME","SANCHEZ VALENTE,JAIME",False,60.0,Institución
"SANCHEZ MEDINA,ALBERTO","SANCHEZ,ALBERTO",8.3,"SANCHEZ MEDINA,ALBERTO","SANCHEZ,ALBERTO",False,60.0,Institución
"SANCHEZ PAJARO,ANDRES","SANCHEZ,ANDREA",75.0,"SANCHEZ PAJARO,ANDRES","SANCHEZ,ANDREA",False,60.0,Fecha
"SANCHEZ SOLIS,ANTONIO","SANCHEZ,ANTONIO",85.0,"SANCHEZ SOLIS,ANTONIO","SANCHEZ,ANTONIO",False,60.0,Institución
"SANCHEZ INFANTE,AUDEL","SANCHEZ,AUDEL A",7.3,"SANCHEZ INFANTE,AUDEL","SANCHEZ,AUDEL A",False,37.2,Similitud Nombre (93%)
"SANCHEZ OCAMPO,CESAR","SANCHEZ,CESAR",8.3,"SANCHEZ OCAMPO,CESAR","SANCHEZ,CESAR",False,60.0,Institución
"SANCHEZ OCHOA,FRANCISCO","SANCHEZ,FRANCISCO",85.0,"SANCHEZ OCHOA,FRANCISCO","SANCHEZ,FRANCISCO",False,60.0,Institución
"SANCHEZ,JOHN EDER","SANCHEZ,JOHN EDER",100.0,"SANCHEZ,JOHN EDER","SANCHEZ,JOHN EDER",False,60.0,Institución
"SANCHEZ LOPEZ,JOSE GUADALUPE","SANCHEZ,JOSE GUADALUPE",85.0,"SANCHEZ LOPEZ,JOSE GUADALUPE","SANCHEZ,JOSE GUADALUPE",False,40.0,Sin coincidencias
"SANCHEZ CHAPUL,LAURA","SANCHEZ,LAURA",8.3,"SANCHEZ CHAPUL,LAURA","SANCHEZ,LAURA",False,40.0,Sin coincidencias
"SANCHEZ MIER,LUIS","SANCHEZ,LUIS A",7.6,"SANCHEZ MIER,LUIS","SANCHEZ,LUIS A",False,36.8,Similitud Nombre (92%)
"SANCHEZ COLON,SALVADOR","SANCHEZ,SALVADOR",85.0,"SANCHEZ COLON,SALVADOR","SANCHEZ,SALVADOR",False,60.0,Institución
"SANDOVAL CORTES,JOSE","SANDOVAL,JOSE",8.4,"SANDOVAL CORTES,JOSE","SANDOVAL,JOSE",False,60.0,Institución
"SANIGER BLESA,JOSE MANUEL","SANIGER BLESA,JOSE MANUEL",100.0,"SANIGER BLESA,JOSE MANUEL","SANIGER BLESA,JOSE MANUEL",False,60.0,Institución
"SANTANA ARANDA,MIGUEL ANGEL","SANTANA,MIGUEL ANGEL",8.3,"SANTANA ARANDA,MIGUEL ANGEL","SANTANA,MIGUEL ANGEL",False,60.0,Institución
"SANTIAGO GARCIA,JOSE LUIS","SANTIAGO GARCIA,JOSE LUIS",100.0,"SANTIAGO GARCIA,JOSE LUIS","SANTIAGO GARCIA,JOSE LUIS",False,40.0,Sin coincidencias
"SANTILLAN GODINEZ,ORLANDO","SANTILLAN GODINEZ,ORLANDO",100.0,"SANTILLAN GODINEZ,ORLANDO","SANTILLAN GODINEZ,ORLANDO",False,60.0,Fecha
"SANTOS CUEVAS,CLARA LETICIA","SANTOS CUEVAS,CLARA LETICIA",100.0,"SANTOS CUEVAS,CLARA LETICIA","SANTOS CUEVAS,CLARA LETICIA",False,60.0,Institución
"SANTOS ZEA,LILIANA","SANTOS ZEA,LILIANA",100.0,"SANTOS ZEA,LILIANA","SANTOS ZEA,LILIANA",False,40.0,Similitud Nombre (100%)
"SANTOS GARCIA,ARTURO","SANTOS,ARTURO",8.1,"SANTOS GARCIA,ARTURO","SANTOS,ARTURO",False,60.0,Institución
"SAUCEDO FLORES,EMMANUEL","SAUCEDO FLORES,EMMANUEL",100.0,"SAUCEDO FLORES,EMMANUEL","SAUCEDO FLORES,EMMANUEL",False,40.0,Similitud Nombre (100%)
"SCHACHT HERNANDEZ,PERSI","SCHACHT HERNANDEZ,PERSI",100.0,"SCHACHT HERNANDEZ,PERSI","SCHACHT HERNANDEZ,PERSI",False,60.0,Institución
"SEINGIER,GEORGES","SCHREINER,GEORGE",8.1,"SEINGIER,GEORGES","SCHREINER,GEORGE",False,60.0,Institución
"SCIUTTO CONDE,EDDA LYDIA","SCIUTTO CONDE,EDDA LYDIA",100.0,"SCIUTTO CONDE,EDDA LYDIA","SCIUTTO CONDE,EDDA LYDIA",False,60.0,Institución
"SEGOVIA QUINTERO,MANUEL ALBERTO","SEGOVIA QUINTERO,MANUEL ALBERTO",100.0,"SEGOVIA QUINTERO,MANUEL ALBERTO","SEGOVIA QUINTERO,MANUEL ALBERTO",False,40.0,Sin coincidencias
"SEGURA PACHECO,BLANCA ANGELICA","SEGURA PACHECO,BLANCA ANGELICA",100.0,"SEGURA PACHECO,BLANCA ANGELICA","SEGURA PACHECO,BLANCA ANGELICA",False,40.0,Sin coincidencias
"SEGURA VELAZQUEZ,RENE ALVARO","SEGURA VELAZQUEZ,RENE ALVARO",100.0,"SEGURA VELAZQUEZ,RENE ALVARO","SEGURA VELAZQUEZ,RENE ALVARO",False,60.0,Institución
"SERNA SALDIVAR,SERGIO ROMAN OTHON","SERNA SALDIVAR,SERGIO ROMAN OTHON",100.0,"SERNA SALDIVAR,SERGIO ROMAN OTHON","SERNA SALDIVAR,SERGIO ROMAN OTHON",False,60.0,Institución
"SHLYAGIN,MIKHAIL","SHLYAGIN,MIKHAIL G",93.7,"SHLYAGIN,MIKHAIL","SHLYAGIN,MIKHAIL G",False,40.0,Similitud Nombre (100%)
"SMOLENTSEVA,ELENA","SMOLENTSEVA,ELENA",100.0,"SMOLENTSEVA,ELENA","SMOLENTSEVA,ELENA",False,60.0,Institución
"SOBERON CHAVEZ,MARIO","SOBERON CHAVEZ,MARIO",100.0,"SOBERON CHAVEZ,MARIO","SOBERON CHAVEZ,MARIO",False,40.0,Similitud Nombre (100%)
"SORIA LOPEZ,FRANCISCO JAVIER","SORIA,FRANCISCO JAVIER",81.2,"SORIA LOPEZ,FRANCISCO JAVIER","SORIA,FRANCISCO JAVIER",False,60.0,Institución
"SOSA BLANCO,CESAR ALBERTO","SOSA BLANCO,CESAR ALBERTO",100.0,"SOSA BLANCO,CESAR ALBERTO","SOSA BLANCO,CESAR ALBERTO",False,60.0,Institución
"SOTELO LERMA,MERIDA","SOTELO LERMA,MERIDA",100.0,"SOTELO LERMA,MERIDA","SOTELO LERMA,MERIDA",False,40.0,Similitud Nombre (100%)
"SOTO EGUIBAR,ENRIQUE","SOTO EGUIBAR,ENRIQUE",100.0,"SOTO EGUIBAR,ENRIQUE","SOTO EGUIBAR,ENRIQUE",False,60.0,Institución
"SOTO PEREDO,CLAUDIA ANGELICA","SOTO PEREDO,CLAUDIA ANGELICA",100.0,"SOTO PEREDO,CLAUDIA ANGELICA","SOTO PEREDO,CLAUDIA ANGELICA",False,60.0,Institución
