Nombre Buscado,Mejor Coincidencia,Similitud
"RAMIREZ MEZA,SANDRA MARGARITA","RAMIREZ MEZA,SANDRA MARGARITA",100.0
"REGALADO JACOBO,HUGO JOSE","REGALADO JACOBO,HUGO JOSE",100.0
"TUFIÑO GOMEZ,BRENDA","TUFIÑO GOMEZ, BRENDA",97.43589743589743
"AGUILERA DURAN,JESUS","AGUILERA DURAN,JESUS",100.0
"GARCIA ESPINOZA,GUADALUPE GERALDINE","GARCIA ESPINOZA,GUADALUPE GERALDINE",100.0
"GARCIA CASTILLO,MARIA JOSE","GARCIA CASTILLO, MARIA JOSE",98.11320754716981
"ORTA GUZMAN,VANESSA NATALIE","ORTA GUZMAN, VANESSA NATALIE",98.18181818181819
"ESTRADA PEREZ,NALLELY","ESTRADA PEREZ,NALLELY",100.0
"CASTILLO SANTIAGO,ROLANDO","CASTILLO SANTIAGO,ROLANDO",100.0
"HERNANDEZ ARTEAGA,ENRIQUE","HERNANDEZ ARTEAGA,ENRIQUE",100.0
"RAMIREZ RENTERIA,MAYRA LILIANA","RAMIREZ RENTERIA,MAYRA LILIANA",100.0
"LLAMAS ALONSO,LUIS ANGEL","LLAMAS ALONSO,LUIS ANGEL",100.0
"MORALES JIMENEZ,ISRAEL","MORALES JIMENEZ, ISRAEL",97.77777777777777
"AYALA VASQUEZ,OLIVIA","AYALA VASQUEZ, OLIVIA",97.5609756097561
"OLGUIN RODRIGUEZ,PAOLA VANESSA","OLGUIN RODRIGUEZ, PAOLA VANESSA",98.36065573770492
"PEREZ HERNANDEZ,VALENTIN","PEREZ HERNANDEZ, VALENTIN",97.95918367346938
"VAZQUEZ RODRIGUEZ,JOSUE","VAZQUEZ RODRIGUEZ, JOSUE",97.87234042553192
"CANCHOLA PANTOJA,YERED GYBRAM","CANCHOLA PANTOJA, YERED GYBRAM",98.30508474576271
"VAZQUEZ SOTO,MARCO ANTONIO","VAZQUEZ SOTO,MARCO ANTONIO",100.0
"GRACIANO AVILA,GABRIEL","GRACIANO AVILA,GABRIEL",100.0
"BADILLO SALDAÑA,LUIS MANUEL","BADILLO SALDAÑA, LUIS MANUEL",98.18181818181819
"FLORES SANCHEZ,JOSE ARMANDO","FLORES SANCHEZ,JOSE ARMANDO",100.0
"SAMACA SAENZ,ERNESTO JOSE","SAMACA SAENZ, ERNESTO JOSE",98.0392156862745
"GUZMAN FERNANDEZ,CANDELARIA","GUZMAN FERNANDEZ,CANDELARIA",100.0
"COLIN,JOSE GUADALUPE","COLIN , JOSE GUADALUPE",95.23809523809523
"HERNANDEZ SIERRA,MARIA TERESA","HERNANDEZ SIERRA,MARIA TERESA",100.0
"ARRIETA PATERNINA,MARIO ROBERTO","ARRIETA PATERNINA,MARIO ROBERTO",100.0
"HERNANDEZ GUZMAN,MARIO","HERNANDEZ GUZMAN, MARIO",97.77777777777777
"LOPEZ RAMIREZ,ENRIQUE","LOPEZ RAMIREZ,ENRIQUE",100.0
"MOCTEZUMA PASCUAL,LUIS ALFREDO","MOCTEZUMA PASCUAL, LUIS ALFREDO",98.36065573770492
LOPEZ MARTINEZJOSE ISRAEL,LOPEZ MARTINEZJOSE ISRAEL,100.0
"VARGAS DE LEON,CRUZ","VARGAS DE LEON,CRUZ",100.0
"LOPEZ GUTIERREZ,EMILIANO","LOPEZ GUTIERREZ, EMILIANO",97.95918367346938
"LARA GARCIA,OMAR DANIEL","LARA GARCIA,OMAR DANIEL",100.0
"ALAMILLA GARCIA,MARIA ASUNCION","ALAMILLA GARCIA,MARIA ASUNCION",100.0
"HERNANDEZ SANTANA,GUILLERMO","HERNANDEZ SANTANA, GUILLERMO",98.18181818181819
"CONTRERAS MARTINEZ,ANABEL","CONTRERAS MARTINEZ,ANABEL",100.0
"SOTELO TAPIA,CAROLINA","SOTELO TAPIA, CAROLINA",97.67441860465115
"CHAVEZ VALENCIA,JOSE ATAHUALPA","CHAVEZ VALENCIA,JOSE ATAHUALPA",100.0
"RODRIGUEZ MENDEZ,LUIS ALDO","RODRIGUEZ MENDEZ, LUIS ALDO",98.11320754716981
"VAZQUEZ DELGADO,HECTOR DANIEL","VAZQUEZ DELGADO, HECTOR DANIEL",98.30508474576271
"CUEVA PEREZ,ISAIAS","CUEVA PEREZ, ISAIAS",97.2972972972973
"MIRTO AGUILAR,NANCY","MIRTO AGUILAR,NANCY",100.0
"DE LA ROSA VAZQUEZ,CECILIA SARAHI","DE LA ROSA VAZQUEZ,CECILIA SARAHI",100.0
"AYALA VALENZUELA,MARIO ANTONIO","AYALA VALENZUELA,MARIO ANTONIO",100.0
"FLORES MORENO,PEDRO JULIAN","FLORES MORENO,PEDRO JULIAN",100.0
"CASTELLANOS SUAREZ,VIVIANA","CASTELLANOS SUAREZ,VIVIANA",100.0
"MADRID MENDOZA,LUCERO","MADRID MENDOZA,LUCERO",100.0
"CANELA SANCHEZ,ISAAC JUSTINE","CANELA SANCHEZ,ISAAC JUSTINE",100.0
"FERNANDEZ SILVA,ARLINE","FERNANDEZ SILVA,ARLINE",100.0
"FRENCH PACHECO,LEIDYS","FRENCH PACHECO,LEIDYS",100.0
"CUEVAS REMIGIO,FERNANDO","CUEVAS REMIGIO, FERNANDO",97.87234042553192
"ALVARADO RUIZ,RAMON","ALVARADO RUIZ,RAMON",100.0
"MOLINA PAREDES,ARELI ABIGAIL","MOLINA PAREDES,ARELI ABIGAIL",100.0
"HERNANDEZ ESCOBAR,ERIKA NOHEMI","HERNANDEZ ESCOBAR,ERIKA NOHEMI",100.0
"LOPEZ MENDOZA,PEDRO","LOPEZ MENDOZA, PEDRO",97.43589743589743
"VAZQUEZ HERNANDEZ,MYRNA NALLELY","VAZQUEZ HERNANDEZ,MYRNA NALLELY",100.0
"GOMEZ VAZQUEZ,RAUL","GOMEZ VAZQUEZ,RAUL",100.0
"PEREZ PEREZ,JOSELYN","PEREZ PEREZ, JOSELYN",97.43589743589743
"HERNANDEZ AGUIRRE,ANGEL IVAN","HERNANDEZ AGUIRRE,ANGEL IVAN",100.0
"HERNANDEZ HUERTA,EDUARDO","HERNANDEZ HUERTA, EDUARDO",97.95918367346938
"PILOTZI XAHUENTITLA,HUGO","PILOTZI XAHUENTITLA, HUGO",97.95918367346938
"ANAYA ESPARZA,LUIS MIGUEL","ANAYA ESPARZA, LUIS MIGUEL",98.0392156862745
"DIAZ GOMEZ,JORGE LUIS","DIAZ GOMEZ, JORGE LUIS",97.67441860465115
"MORENO GOMEZ,ALEJANDRO","MORENO GOMEZ,ALEJANDRO",100.0
"VACA MEDINA,JESUS","VACA MEDINA,JESUS",100.0
"CORNELIO LANDERO,ROSA","CORNELIO LANDERO,ROSA",100.0
"TORRES ALCALA,ANDREA","TORRES ALCALA, ANDREA",97.5609756097561
"OCHOA FLORES,ANGELICA ALEJANDRA","OCHOA FLORES,ANGELICA ALEJANDRA",100.0
"RAMIREZ MARQUEZ,CESAR","RAMIREZ MARQUEZ,CESAR",100.0
"ZUMAYA HERNANDEZ,MARTIN","ZUMAYA HERNANDEZ, MARTIN",97.87234042553192
"GONZALEZ PEREZ,ADELA VERONICA","GONZALEZ PEREZ,ADELA VERONICA",100.0
"GUZMAN DIAZ,EMMANUEL DUNSTAND","GUZMAN DIAZ,EMMANUEL DUNSTAND",100.0
"CANTON DIAZ,ARELLY MONTSERRAT","CANTON DIAZ, ARELLY MONTSERRAT",98.30508474576271
"RESENDIZ GALVAN,JUAN EDUARDO","RESENDIZ GALVAN,JUAN EDUARDO",100.0
"ZAZUETA ALVAREZ,DAVID ENRIQUE","ZAZUETA ALVAREZ,DAVID ENRIQUE",100.0
"TURIJAN ESPINOZA,ENEIDA","TURIJAN ESPINOZA,ENEIDA",100.0
"AREVALO VILLALOBOS,JAIME IVAN","AREVALO VILLALOBOS,JAIME IVAN",100.0
"KUZHUPPILLYMYAL PRABHAKARANKUTTY,LAIJU","KUZHUPPILLYMYAL PRABHAKARANKUTTY, LAIJU",98.7012987012987
"MARTINEZ TORRES,NESTOR ISMAEL","MARTINEZ TORRES,NESTOR ISMAEL",100.0
"GARCIA REYES,SELENE","GARCIA REYES, SELENE",97.43589743589743
"CRESPO,MARIA VICTORIA","CRESPO , MARIA VICTORIA",95.45454545454545
"MORA PALAZUELOS,CARLOS ERNESTO","MORA PALAZUELOS, CARLOS ERNESTO",98.36065573770492
"RAMOS MEDINA,SONIA ELIZABETH","RAMOS MEDINA,SONIA ELIZABETH",100.0
"LOPEZ DOMINGUEZ,JAIME","LOPEZ DOMINGUEZ, JAIME",97.67441860465115
"WORTHEN,HOLLY MICHELLE","WORTHEN , HOLLY MICHELLE",95.65217391304348
"MARIN CASTRO,UBALDO RICHARD","MARIN CASTRO, UBALDO RICHARD",98.18181818181819
"RANGEL AYALA,MIRIAM","RANGEL AYALA, MIRIAM",97.43589743589743
"DELVA BENAVIDES,JUAN EMMANUEL","DELVA BENAVIDES,JUAN EMMANUEL",100.0
"TINOCO GUERRERO,GERARDO","TINOCO GUERRERO,GERARDO",100.0
"ROMERO RESENDIZ,LILIANA","ROMERO RESENDIZ, LILIANA",97.87234042553192
"SEPULVEDA MORENO,CESAR OMAR","SEPULVEDA MORENO,CESAR OMAR",100.0
"MARTINEZ SANMIGUEL,JUAN JOSE","MARTINEZ SANMIGUEL,JUAN JOSE",100.0
"MORENO PEÑA,DIANA PATRICIA","MORENO PEÑA, DIANA PATRICIA",98.11320754716981
"GARCIA LOPEZ,JOSUE ISRAEL","GARCIA LOPEZ,JOSUE ISRAEL",100.0
"HERNANDEZ DIAZ COUDER,ADRIAN","HERNANDEZ DIAZ COUDER, ADRIAN",98.24561403508771
"ZUÑIGA TELLO,ISHVARI FERNANDA","ZUÑIGA TELLO, ISHVARI FERNANDA",98.30508474576271
"GARCIA CASTILLO,JORGE LUIS","GARCIA CASTILLO,JORGE LUIS",100.0
"DE LA ROSA SANTILLANA,RUBEN","DE LA ROSA SANTILLANA,RUBEN",100.0
"MARIN LEYVA,RENE AUGUSTO","MARIN LEYVA,RENE AUGUSTO",100.0
"SANCHEZ DENA,OSWALDO","SANCHEZ DENA,OSWALDO",100.0
"HERRERA CARBAJAL,ALEJANDRO DE JESUS","HERRERA CARBAJAL, ALEJANDRO DE JESUS",98.59154929577466
"QUEVEDO ROBLES,REINA VIANEY","QUEVEDO ROBLES,REINA VIANEY",100.0
"RAMOS TREVIÑO,JUAN","RAMOS TREVIÑO, JUAN",97.2972972972973
"MEDINA LEON,VIOLETA","MEDINA LEON,VIOLETA",100.0
"PORTILLO CORTEZ,KARINA","PORTILLO CORTEZ, KARINA",97.77777777777777
"NETZAHUAL LOPANTZI,ANGEL","NETZAHUAL LOPANTZI, ANGEL",97.95918367346938
"GONZALEZ ARAIZA,DIEGO DANIEL","GONZALEZ ARAIZA,DIEGO DANIEL",100.0
"FERNANDEZ BENAVIDES,DAVID ANDRES","FERNANDEZ BENAVIDES,DAVID ANDRES",100.0
"RAMIREZ PALMA,LILLIAN GISELA","RAMIREZ PALMA, LILLIAN GISELA",98.24561403508771
"BARRAGAN QUINTERO,REYNA VIRGINIA","BARRAGAN QUINTERO,REYNA VIRGINIA",100.0
"ROMERO DE LEON,LAURA ANNETTE","ROMERO DE LEON,LAURA ANNETTE",100.0
"OJEDA CARRASCO,MARGARITA","OJEDA CARRASCO,MARGARITA",100.0
"CORTES VEGA,DAVID","CORTES VEGA,DAVID",100.0
"BADILLO RUIZ,CARLOS ALBERTO","BADILLO RUIZ, CARLOS ALBERTO",98.18181818181819
"SANCHEZ DOMINGUEZ,ISRAEL","SANCHEZ DOMINGUEZ,ISRAEL",100.0
"ROJAS BORBOA,GRACE MARLENE","ROJAS BORBOA,GRACE MARLENE",100.0
"GUERRERO CASTAÑEDA,RAUL FERNANDO","GUERRERO CASTAÑEDA, RAUL FERNANDO",98.46153846153847
"HERNANDEZ MORALES,PABLO","HERNANDEZ MORALES, PABLO",97.87234042553192
"HERNANDEZ MONTERROSAS,JOSE OMAR","HERNANDEZ MONTERROSAS, JOSE OMAR",98.41269841269842
"NAVA ANDRADE,KARINA","NAVA ANDRADE, KARINA",97.43589743589743
"PEREZ REYES,JOSE ANSELMO","PEREZ REYES,JOSE ANSELMO",100.0
"LOPEZ DIAZ,DULCE CELESTE","LOPEZ DIAZ,DULCE CELESTE",100.0
"VALLE SANCHEZ,MARIO","VALLE SANCHEZ, MARIO",97.43589743589743
"PEREZ NAVA,ALEJANDRA","PEREZ NAVA, ALEJANDRA",97.5609756097561
"SANCHEZ GIL,RUBEN ANTONIO","SANCHEZ GIL,RUBEN ANTONIO",100.0
"MARTINEZ LICEA,GONZALO","MARTINEZ LICEA, GONZALO",97.77777777777777
"MONREAL RAMIREZ,JESUS FERNANDO","MONREAL RAMIREZ,JESUS FERNANDO",100.0
"ESTRADA CABRERA,EVER","ESTRADA CABRERA, EVER",97.5609756097561
"GANTES NUÑEZ,FRANCISCO JAVIER","GANTES NUÑEZ, FRANCISCO JAVIER",98.30508474576271
"AMARGOS REYES,OLIVIA","AMARGOS REYES,OLIVIA",100.0
"LOPEZ CRUZ,RAFAEL","LOPEZ CRUZ, RAFAEL",97.14285714285714
"BADILLO OLVERA,ANUAR MANUEL","BADILLO OLVERA,ANUAR MANUEL",100.0
"MORENO MORALES,GLORIA ELIZABETH","MORENO MORALES,GLORIA ELIZABETH",100.0
"GUTIERREZ VELAZQUEZ,EFRAIN DE JESUS","GUTIERREZ VELAZQUEZ,EFRAIN DE JESUS",100.0
"LOPEZ ORTIZ,JORGE","LOPEZ ORTIZ, JORGE",97.14285714285714
"SANCHEZ RAMOS,JUANA","SANCHEZ RAMOS,JUANA",100.0
"PANTOJA GARCIA,JESUS SAID","PANTOJA GARCIA,JESUS SAID",100.0
"ZARAUZ LOPEZ,HECTOR LUIS","ZARAUZ LOPEZ,HECTOR LUIS",100.0
"LOZANO MEDINA,LUIS ANGEL","LOZANO MEDINA,LUIS ANGEL",100.0
"MULUMEODERHWA MUFUNGIZI,ETIENNE","MULUMEODERHWA MUFUNGIZI,ETIENNE",100.0
"LEZAMA MARTINEZ,DIEGO","LEZAMA MARTINEZ,DIEGO",100.0
"BALDERAS GUTIERREZ,JUAN NABOR","BALDERAS GUTIERREZ, JUAN NABOR",98.30508474576271
"LOPEZ MARTINEZ,SERGIO DAVID","LOPEZ MARTINEZ,SERGIO DAVID",100.0
"MONTALVO HERRERA,TERESA DE JESUS","MONTALVO HERRERA,TERESA DE JESUS",100.0
"GERONIMO TORRES,JOSE DEL CARMEN","GERONIMO TORRES,JOSE DEL CARMEN",100.0
"ORTEGA RODRIGUEZ,ALMA CELESTE","ORTEGA RODRIGUEZ, ALMA CELESTE",98.30508474576271
"PEREZ MONTEJO,SALATIEL","PEREZ MONTEJO, SALATIEL",97.77777777777777
"SANCHEZ HERNANDEZ,ABRAHAM","SANCHEZ HERNANDEZ,ABRAHAM",100.0
"MATA MIRANDA,MONICA MARIBEL","MATA MIRANDA,MONICA MARIBEL",100.0
"BRENSCHEIDT GENANNT JOST,DIANA","BRENSCHEIDT GENANNT JOST,DIANA",100.0
"GOURITIN,ARMELLE YVETTE","GOURITIN , ARMELLE YVETTE",95.83333333333334
"INIESTRA GALINDO,MARIA GUADALUPE","INIESTRA GALINDO,MARIA GUADALUPE",100.0
"DIAZ FLOREZ,GERMAN","DIAZ FLOREZ,GERMAN",100.0
"RODRIGUEZ FONSECA,ROLANDO ALBERTO","RODRIGUEZ FONSECA,ROLANDO ALBERTO",100.0
"RAMIREZ ORTIZ,MARCO ANTONIO","RAMIREZ ORTIZ,MARCO ANTONIO",100.0
"SERRANO ZARATE,BERENICE","SERRANO ZARATE,BERENICE",100.0
"AZZOLINI BINCAZ,ALICIA BEATRIZ","AZZOLINI BINCAZ,ALICIA BEATRIZ",100.0
"GONZALEZ DOMINGUEZ,MARIA DEL REFUGIO","GONZALEZ DOMINGUEZ,MARIA DEL REFUGIO",100.0
"SERVIN AGUILLON,GERARDO","SERVIN AGUILLON,GERARDO",100.0
"ENRIQUEZ GUADARRAMA,GRACIELA","ENRIQUEZ GUADARRAMA,GRACIELA",100.0
"HERNANDEZ RANGEL,RAFAEL","HERNANDEZ RANGEL,RAFAEL",100.0
"GARCIA ROJAS,DANIEL ALBERTO","GARCIA ROJAS, DANIEL ALBERTO",98.18181818181819
"LUNA GARCIA,MARISOL","LUNA GARCIA,MARISOL",100.0
"NAVAS-PAREJO GARCIA,MARIA DEL PILAR","NAVAS-PAREJO GARCIA,MARIA DEL PILAR",100.0
"SUAREZ SANCHEZ,ADRIANA","SUAREZ SANCHEZ,ADRIANA",100.0
"MARTINEZ PEREZ,YAHAIRA BERENICE","MARTINEZ PEREZ,YAHAIRA BERENICE",100.0
"PEREZ CALIXTO,DANIEL","PEREZ CALIXTO, DANIEL",97.5609756097561
"ALVAREZ ALMAZAN,SAMUEL","ALVAREZ ALMAZAN,SAMUEL",100.0
"LOPEZ RAVENTOS,CRISTIAN","LOPEZ RAVENTOS,CRISTIAN",100.0
"HERNANDEZ JACQUEZ,LUIS FERNANDO","HERNANDEZ JACQUEZ,LUIS FERNANDO",100.0
"OYEDARA,OMOTAYO OPEMIPO","OYEDARA , OMOTAYO OPEMIPO",95.83333333333334
"GONZALEZ FERNANDEZ,RAQUEL","GONZALEZ FERNANDEZ,RAQUEL",100.0
"SANTIAGO VALENTIN,ERIC","SANTIAGO VALENTIN,ERIC",100.0
"CELIS GARCIA,ZAIDA MARIA","CELIS GARCIA, ZAIDA MARIA",97.95918367346938
"RAMOS VAZQUEZ,MAYLA ALHELI","RAMOS VAZQUEZ, MAYLA ALHELI",98.11320754716981
"URIBE RICHAUD,LOURDES FABIOLA","URIBE RICHAUD,LOURDES FABIOLA",100.0
"PEREZ QUINTANA,IGNACIO VICENTE","PEREZ QUINTANA,IGNACIO VICENTE",100.0
"VILTRES COBAS,HERLYS","VILTRES COBAS,HERLYS",100.0
"HURTADO BRINGAS,BEATRIZ ALEJANDRA","HURTADO BRINGAS,BEATRIZ ALEJANDRA",100.0
"DE SANTIAGO VARELA,FRANCISCO","DE SANTIAGO VARELA, FRANCISCO",98.24561403508771
"ALVARADO BARRIENTOS,MARIA SUSANA","ALVARADO BARRIENTOS,MARIA SUSANA",100.0
"SALAS JUAREZ,CHRISTIAN JAVIER","SALAS JUAREZ, CHRISTIAN JAVIER",98.30508474576271
"GUTIERREZ LOPEZ,ENRIQUE","GUTIERREZ LOPEZ,ENRIQUE",100.0
"URIOSTEGUI UMAÑA,ROBERTO KENAN","URIOSTEGUI UMAÑA, ROBERTO KENAN",98.36065573770492
"VIVAS CRUZ,LUIS XAVIER","VIVAS CRUZ,LUIS XAVIER",100.0
"MORALES SALAS,RUBI ESTELA","MORALES SALAS,RUBI ESTELA",100.0
"ORTIZ AGUILAR,LUCERO DE MONTSERRAT","ORTIZ AGUILAR,LUCERO DE MONTSERRAT",100.0
"VARELA VEGA,CARLOS GEOVANNI","VARELA VEGA, CARLOS GEOVANNI",98.18181818181819
"HERNANDEZ PORTILLO,YANHSY","HERNANDEZ PORTILLO,YANHSY",100.0
"SALINAS GARZA,JUAN ANGEL","SALINAS GARZA,JUAN ANGEL",100.0
"GALINDO DIAZ,JOSE YOVANY","GALINDO DIAZ, JOSE YOVANY",97.95918367346938
"CRUZ LEAL,MIRIAM SARAI","CRUZ LEAL, MIRIAM SARAI",97.77777777777777
"RODRIGUEZ RODRIGUEZ,ALEJANDRO","RODRIGUEZ RODRIGUEZ,ALEJANDRO",100.0
"GOMEZ DELGADO,GUILLERMO","GOMEZ DELGADO,GUILLERMO",100.0
"SANTIBAÑEZ ALQUICIRA,ROSA EMILIA","SANTIBAÑEZ ALQUICIRA, ROSA EMILIA",98.46153846153847
"AVELAR BRIBIESCA,MONICA GEORGINA","AVELAR BRIBIESCA,MONICA GEORGINA",100.0
"TORRES RICARDEZ,RAFAEL","TORRES RICARDEZ,RAFAEL",100.0
"HURTADO ESPINOSA,CYNTHIA LIZETTE","HURTADO ESPINOSA, CYNTHIA LIZETTE",98.46153846153847
"VAZQUEZ ZAPIEN,GUSTAVO JESUS","VAZQUEZ ZAPIEN,GUSTAVO JESUS",100.0
"VELEZ BERTOMEU,FABIO","VELEZ BERTOMEU,FABIO",100.0
"NIETO VILLENA,ALEJANDRA","NIETO VILLENA,ALEJANDRA",100.0
"MORENO PALACIOS,JORGE","MORENO PALACIOS,JORGE",100.0
"DE LEON ARIZPE,ISRAEL","DE LEON ARIZPE,ISRAEL",100.0
"BERET RODRIGUEZ,MARIANO JORGE","BERET RODRIGUEZ,MARIANO JORGE",100.0
"SIMPSER MONDLAK,ALBERTO","SIMPSER MONDLAK,ALBERTO",100.0
"SEGARRA SILVA,PAULINA","SEGARRA SILVA,PAULINA",100.0
"AUDIFFRED JARAMILLO,RICARDO IGNACIO","AUDIFFRED JARAMILLO,RICARDO IGNACIO",100.0
"LEYVA SANCHEZ,HILDA CECILIA","LEYVA SANCHEZ,HILDA CECILIA",100.0
"VELAZQUEZ RUIZ,ARTURO","VELAZQUEZ RUIZ, ARTURO",97.67441860465115
"RINCON MOLINA,CLARA IVETTE","RINCON MOLINA,CLARA IVETTE",100.0
"MARTINEZ ALVARADO,MARIA DEL ROCIO","MARTINEZ ALVARADO,MARIA DEL ROCIO",100.0
"ARGUELLO MANRESA,GEMMA DEL CARMEN","ARGUELLO MANRESA,GEMMA DEL CARMEN",100.0
"CARMONA HERNANDEZ,ANDRES","CARMONA HERNANDEZ, ANDRES",97.95918367346938
"DIAZ DE LEON BOLAÑOS,DENISE","DIAZ DE LEON BOLAÑOS, DENISE",98.18181818181819
"CUADRAS BERRELLEZA,ALDO ALAN","CUADRAS BERRELLEZA,ALDO ALAN",100.0
"MARQUEZ PALACIOS,JESUS HUMBERTO","MARQUEZ PALACIOS,JESUS HUMBERTO",100.0
"FINKELSTEIN SHAPIRO,DANIEL","FINKELSTEIN SHAPIRO,DANIEL",100.0
"CASTILLA DE CORTAZAR LARREA,MARIA INMACULADA","CASTILLA DE CORTAZAR LARREA,MARIA INMACULADA",100.0
"BEDOS,MARIE CHRISTINE ALINE","BEDOS , MARIE CHRISTINE ALINE",96.42857142857143
"MOREIRA GALVAN,PABLO ENRIQUE","MOREIRA GALVAN,PABLO ENRIQUE",100.0
"ABREU SACRAMENTO,JOSE PABLO","ABREU SACRAMENTO,JOSE PABLO",100.0
"REYES CHAPARRO,ANDRES","REYES CHAPARRO, ANDRES",97.67441860465115
"DUPEY,ELODIE","DUPEY , ELODIE",92.3076923076923
"GARCIA RAMOS,CARLA LISETTE","GARCIA RAMOS, CARLA LISETTE",98.11320754716981
"SEGURA GONZALEZ,CARLOS","SEGURA GONZALEZ,CARLOS",100.0
"CEDILLO MONROY,JOSE","CEDILLO MONROY,JOSE",100.0
"CAMPION,ROBIN ANDRE LUCIEN PERCEVAL TR","CAMPION , ROBIN ANDRE LUCIEN PERCEVAL TR",97.43589743589743
"MAZARIEGOS LIMA,VIVIAN GABRIELA","MAZARIEGOS LIMA,VIVIAN GABRIELA",100.0
"BARQUET MUÑOZ,SALIM ABRAHAM","BARQUET MUÑOZ, SALIM ABRAHAM",98.18181818181819
"QUINTERO CASTELLANOS,MARIA FERNANDA","QUINTERO CASTELLANOS,MARIA FERNANDA",100.0
"ALVAREZ MENESES,ROGELIO","ALVAREZ MENESES,ROGELIO",100.0
"BONILLA ENRIQUEZ,GLADYS","BONILLA ENRIQUEZ,GLADYS",100.0
"NATERA MARIN,JOSE MIGUEL","NATERA MARIN,JOSE MIGUEL",100.0
"LOZADA VAZQUEZ,LUZ MARIA","LOZADA VAZQUEZ, LUZ MARIA",97.95918367346938
"VALDERREY VILLAR,FRANCISCO JAVIER","VALDERREY VILLAR,FRANCISCO JAVIER",100.0
"DE LA CALLE ROBLES,LUIS MIGUEL","DE LA CALLE ROBLES,LUIS MIGUEL",100.0
"SEMAN HARUTINIAN,JORGE AMIN","SEMAN HARUTINIAN,JORGE AMIN",100.0
"GRUBE PAGOLA,PETER","GRUBE PAGOLA,PETER",100.0
"GARCIA COVARRUBIAS,LUIS","GARCIA COVARRUBIAS,LUIS",100.0
"JOYA ARREOLA,ROBERTO","JOYA ARREOLA,ROBERTO",100.0
"BAR-ON,TAMIR","BAR-ON , TAMIR",92.3076923076923
"GUEVARA VELA,JOSE MANUEL","GUEVARA VELA,JOSE MANUEL",100.0
"MALDONADO CORPUS,RODRIGO","MALDONADO CORPUS,RODRIGO",100.0
"HERRERA ESQUIVEL,JOSE DE JESUS","HERRERA ESQUIVEL,JOSE DE JESUS",100.0
"AVENDAÑO AVALOS,DALY BETZABETH","AVENDAÑO AVALOS, DALY BETZABETH",98.36065573770492
"BENASSINI FELIX,MARIA CLAUDIA","BENASSINI FELIX,MARIA CLAUDIA",100.0
"SANCHEZ MORALES,LAURA NELY","SANCHEZ MORALES,LAURA NELY",100.0
"JUAREZ TRUJILLO,NAIDA","JUAREZ TRUJILLO, NAIDA",97.67441860465115
"POMEDIO,CHLOE MARIE","POMEDIO , CHLOE MARIE",95.0
"TAMEZ RIVERA,OSCAR","TAMEZ RIVERA,OSCAR",100.0
"ARROYO LEMARROY,TAYDE","ARROYO LEMARROY, TAYDE",97.67441860465115
"LEON ROJAS,DANIELA","LEON ROJAS, DANIELA",97.2972972972973
"AGUILAR HERNANDEZ,YURI ALBERTO","AGUILAR HERNANDEZ,YURI ALBERTO",100.0
"GOMEZ CASAS,JOSUE","GOMEZ CASAS,JOSUE",100.0
"RAMIREZ TORRES,GIOVANNI ISAI","RAMIREZ TORRES,GIOVANNI ISAI",100.0
"SALMORAN VILLAR,MARIA DE GUADALUPE","SALMORAN VILLAR,MARIA DE GUADALUPE",100.0
"SIGALOTTI DIAZ,LEONARDO DI GIROLAMO","SIGALOTTI DIAZ,LEONARDO DI GIROLAMO",100.0
"CONTRERAS BUSTAMANTE,RAUL JUAN","CONTRERAS BUSTAMANTE,RAUL JUAN",100.0
"PANICO,CARLO","PANICO , CARLO",92.3076923076923
"CASTILLO VILLAR,ROSALIA GUADALUPE","CASTILLO VILLAR, ROSALIA GUADALUPE",98.50746268656717
"SANTILLAN GUZMAN,ALINA","SANTILLAN GUZMAN,ALINA",100.0
"LOPEZ FRANCO,OSCAR","LOPEZ FRANCO,OSCAR",100.0
"REINA TAPIA,ANTONIO","REINA TAPIA,ANTONIO",100.0
"OBREGON MENDOZA,MARCO ANTONIO","OBREGON MENDOZA, MARCO ANTONIO",98.30508474576271
"ESPARZA VILLALPANDO,VICENTE","ESPARZA VILLALPANDO,VICENTE",100.0
"BRAVETTI,ALESSANDRO","BRAVETTI , ALESSANDRO",95.0
"MUÑOZ MARTINEZ,RUBEN","MUÑOZ MARTINEZ, RUBEN",97.5609756097561
"ZAMORA ECHEGOLLEN,MAYLETH ALEJANDRA","ZAMORA ECHEGOLLEN, MAYLETH ALEJANDRA",98.59154929577466
"ZUÑIGA RODRIGUEZ,ERICK","ZUÑIGA RODRIGUEZ, ERICK",97.77777777777777
"JUAREZ PEREZ,MELECIO HONORIO","JUAREZ PEREZ,MELECIO HONORIO",100.0
"FULQUEZ CASTRO,SANDRA CARINA","FULQUEZ CASTRO,SANDRA CARINA",100.0
"GARCIA KNIGHT,MIGUEL ANTONIO","GARCIA KNIGHT, MIGUEL ANTONIO",98.24561403508771
"VILLANUEVA SANCHEZ,RAFAEL","VILLANUEVA SANCHEZ,RAFAEL",100.0
"DIAZ ZEPEDA,ALEJANDRA","DIAZ ZEPEDA,ALEJANDRA",100.0
"ROZENEL DOMENELLA,SERGIO SANTIAGO","ROZENEL DOMENELLA,SERGIO SANTIAGO",100.0
"ROMERO PEREZ,ENA MONSERRAT","ROMERO PEREZ,ENA MONSERRAT",100.0
