Nombre Buscado,Mejor Coincidencia,Similitud
"PEREZ VIDAL,ALAN FRANCISCO","PEREZ VIDAL,ALAN FRANCISCO",100.0
"RODRIGO CRUZ,PEDRO MANUEL","RODRIGO CRUZ,PEDRO MANUEL",100.0
"EVERARDO MARTINEZ,PAOLA MARCELA","EVERARDO MARTINEZ,PAOLA MARCELA",100.0
"PARTIDA SEDAS,JOSE GERVASIO","PARTIDA SEDAS,JOSE GERVASIO",100.0
"LOBATO VALDESPINO,JUAN CARLOS","LOBATO VALDESPINO, JUAN CARLOS",98.30508474576271
"MARTINEZ ZEPEDA,BARUCH","MARTINEZ ZEPEDA,BARUCH",100.0
"JIMENEZ MARQUEZ,JOSE LUIS","JIMENEZ MARQUEZ,JOSE LUIS",100.0
"BOUDREAU,JULIE-ANNE ROUTHIER","BOUDREAU , JULIE-ANNE ROUTHIER",96.55172413793103
"GARCIA LOPEZ,RODRIGO","GARCIA LOPEZ,RODRIGO",100.0
"ANGULO ZAMUDIO,URIEL ALBERTO","ANGULO ZAMUDIO,URIEL ALBERTO",100.0
"PIAZZA,VALERIA","PIAZZA , VALERIA",93.33333333333333
"ZAPATA AGUILAR,JOSE APOLINAR","ZAPATA AGUILAR,JOSE APOLINAR",100.0
"GONZALEZ DE SALCEDA RAMIREZ,ERIKA","GONZALEZ DE SALCEDA RAMIREZ, ERIKA",98.50746268656717
"MARTINEZ GUTIERREZ,AARON","MARTINEZ GUTIERREZ,AARON",100.0
"FAJARDO ESPINOZA,FERNANDA SARAHI","FAJARDO ESPINOZA,FERNANDA SARAHI",100.0
"RUIZ GARCIA,RAMIRO GILBERTO","RUIZ GARCIA, RAMIRO GILBERTO",98.18181818181819
"PEÑA RODRIGUEZ,GREGORIO","PEÑA RODRIGUEZ, GREGORIO",97.87234042553192
"RINCON CASTILLO,ALEJANDRO GUADALUPE","RINCON CASTILLO,ALEJANDRO GUADALUPE",100.0
"GARBUNO IÑIGO,ALFREDO","GARBUNO IÑIGO, ALFREDO",97.67441860465115
"MARTIN RODRIGUEZ,ALFONSO","MARTIN RODRIGUEZ,ALFONSO",100.0
"MORENO ACOSTA,ADRIANA MARCELA","MORENO ACOSTA,ADRIANA MARCELA",100.0
"OBERMEIER PEREZ,MARTHA LORENA","OBERMEIER PEREZ,MARTHA LORENA",100.0
"BALMORI DE LA MIYAR,JOSE ROBERTO","BALMORI DE LA MIYAR,JOSE ROBERTO",100.0
"MIRANDA VEGA,JESUS ELIAS","MIRANDA VEGA,JESUS ELIAS",100.0
"POSADA RAMIREZ,BERENICE","POSADA RAMIREZ, BERENICE",97.87234042553192
"CORREA PACHECO,ZORMY NACARY","CORREA PACHECO,ZORMY NACARY",100.0
"MORALES SOTO,JOSE ALEJANDRO","MORALES SOTO, JOSE ALEJANDRO",98.18181818181819
"PRADAL VELAZQUEZ,EMILIO","PRADAL VELAZQUEZ, EMILIO",97.87234042553192
"ZARATE TOLEDO,EZEQUIEL","ZARATE TOLEDO, EZEQUIEL",97.77777777777777
"BANDA SAUCEDA,NANCY CRISTINA","BANDA SAUCEDA,NANCY CRISTINA",100.0
"CIAMBELLI ROMERO,HUGO CESAR","CIAMBELLI ROMERO, HUGO CESAR",98.18181818181819
"VELARDE RUIZ VELASCO,JOSE ANTONIO","VELARDE RUIZ VELASCO, JOSE ANTONIO",98.50746268656717
"SANDOVAL GIL,JOSE MIGUEL","SANDOVAL GIL,JOSE MIGUEL",100.0
"DOLORES RUIZ,ERIKA","DOLORES RUIZ,ERIKA",100.0
"SCHWARZBECK AGUIRRE,HUMBERTO MIGUEL","SCHWARZBECK AGUIRRE,HUMBERTO MIGUEL",100.0
"GAMEZ HUERTA,ALMA DELIA","GAMEZ HUERTA, ALMA DELIA",97.87234042553192
"ROSA,CARLO","ROSA , CARLO",90.9090909090909
"CRUZ FERNANDEZ,MAYRA","CRUZ FERNANDEZ,MAYRA",100.0
"BELTRAN ZHIZHKO,GALI ALEKSANDRA","BELTRAN ZHIZHKO, GALI ALEKSANDRA",98.41269841269842
"MARQUEZ PADILLA CASAR,FERNANDA","MARQUEZ PADILLA CASAR,FERNANDA",100.0
"MAGUREGUI ALCARAZ,LILA","MAGUREGUI ALCARAZ, LILA",97.77777777777777
"RAMIREZ SALAZAR,ANTHONY","RAMIREZ SALAZAR, ANTHONY",97.87234042553192
"BRAVO LUIS,ESAU SALVADOR","BRAVO LUIS,ESAU SALVADOR",100.0
"PRUNIER,DELPHINE MARIE","PRUNIER , DELPHINE MARIE",95.65217391304348
"RODRIGUEZ DURAN,ANA ROSA","RODRIGUEZ DURAN, ANA ROSA",97.95918367346938
"LOPEZ FIGUEROA,JOSE CARLOS","LOPEZ FIGUEROA,JOSE CARLOS",100.0
"CRUZ ROJAS,JESUS","CRUZ ROJAS,JESUS",100.0
"PEÑA IGUARAN,ALINA","PEÑA IGUARAN, ALINA",97.2972972972973
"ESCOTT PEREZ,CARLOS","ESCOTT PEREZ,CARLOS",100.0
"RICO BOTERO,VICTOR MANUEL","RICO BOTERO,VICTOR MANUEL",100.0
"LOPEZ GARCIA,FRANCISCO JAVIER","LOPEZ GARCIA, FRANCISCO JAVIER",98.30508474576271
"PONCE DIMAS,THALIA","PONCE DIMAS, THALIA",97.2972972972973
"NUÑEZ DE LA MORA,ALEJANDRA","NUÑEZ DE LA MORA, ALEJANDRA",98.11320754716981
"SOTELO MOLINA,CARLOS GUSTAVO","SOTELO MOLINA,CARLOS GUSTAVO",100.0
"SOTELO MOLINA,DAVID ALEJANDRO","SOTELO MOLINA,DAVID ALEJANDRO",100.0
"CABO BIZET,NANA GERALDINE","CABO BIZET,NANA GERALDINE",100.0
"SLOANE,PETER","SLOANE , PETER",92.3076923076923
MORENO VEGAJOSE LUIS,MORENO VEGAJOSE LUIS,100.0
"OROZCO GROVER,GABRIEL","OROZCO GROVER,GABRIEL",100.0
"DOMINGUEZ JUAREZ,JORGE LUIS","DOMINGUEZ JUAREZ,JORGE LUIS",100.0
"GOMEZ REYES,JOSE ALFREDO","GOMEZ REYES,JOSE ALFREDO",100.0
"SILVA MACEDA,GABRIELA","SILVA MACEDA,GABRIELA",100.0
"RIOS BURGUEÑO,EFREN RAFAEL","RIOS BURGUEÑO, EFREN RAFAEL",98.11320754716981
"JARAMILLO LOPEZ,PABLO FABIAN","JARAMILLO LOPEZ,PABLO FABIAN",100.0
"WOLF,SONJA CHRISTINA","WOLF , SONJA CHRISTINA",95.23809523809523
"MONTAÑEZ ALVARADO,PRISCILA","MONTAÑEZ ALVARADO, PRISCILA",98.11320754716981
"GARAY GARZON,VICTOR MANUEL","GARAY GARZON,VICTOR MANUEL",100.0
"ANGEL HERNANDEZ,ARTURO","ANGEL HERNANDEZ, ARTURO",97.77777777777777
"HERNANDEZ NIETO,CARLOS ALBERTO","HERNANDEZ NIETO,CARLOS ALBERTO",100.0
MORALES TEJEDAMARCO ANTONIO,MORALES TEJEDAMARCO ANTONIO,100.0
"VARGAS ZUÑIGA,GABRIELA IDANIA","VARGAS ZUÑIGA, GABRIELA IDANIA",98.30508474576271
"GOMEZ FLORES,ANA PAULINA","GOMEZ FLORES, ANA PAULINA",97.95918367346938
"RUIZ HERNANDEZ,RAFAEL","RUIZ HERNANDEZ, RAFAEL",97.67441860465115
"OSEGUERA ARIAS,FATIMA EDITH","OSEGUERA ARIAS, FATIMA EDITH",98.18181818181819
"PEREZ ZUÑIGA,RICARDO","PEREZ ZUÑIGA,RICARDO",100.0
"PIERRE MANIGAT,MATARI","PIERRE MANIGAT,MATARI",100.0
"PRADO GALBARRO,FRANCISCO JAVIER","PRADO GALBARRO,FRANCISCO JAVIER",100.0
"KOSYGINA,LARISA","KOSYGINA , LARISA",93.75
"ROSALES SOTO,ALEJANDRA","ROSALES SOTO, ALEJANDRA",97.77777777777777
"HERRERA MARQUEZ,ALMA DELIA","HERRERA MARQUEZ,ALMA DELIA",100.0
"QUEZADA ALAMEDA,JOSE LUIS","QUEZADA ALAMEDA, JOSE LUIS",98.0392156862745
"DIAZ RAMOS,LOURDES ARANZAZU","DIAZ RAMOS,LOURDES ARANZAZU",100.0
"GOMEZ GARCIA,CLAUDIA","GOMEZ GARCIA,CLAUDIA",100.0
"GARCIA SANCHEZ,ARAN","GARCIA SANCHEZ,ARAN",100.0
"PEREIRA HERNANDEZ,MARIA LUISA","PEREIRA HERNANDEZ, MARIA LUISA",98.30508474576271
"RAMIREZ MELGAREJO,MONSERRAT GUADALUPE","RAMIREZ MELGAREJO, MONSERRAT GUADALUPE",98.66666666666667
"SILVA GONZALEZ,MARIA MARTHA MARGARITA","SILVA GONZALEZ, MARIA MARTHA MARGARITA",98.66666666666667
"CAMPOS XOLALPA,NIMSI","CAMPOS XOLALPA, NIMSI",97.5609756097561
"CRUZ SANDOVAL,MARCO ANTONIO","CRUZ SANDOVAL, MARCO ANTONIO",98.18181818181819
"MACIAS CORTES,ELIZABETH","MACIAS CORTES, ELIZABETH",97.87234042553192
"HERNANDEZ ALONSO,ENRIQUE","HERNANDEZ ALONSO, ENRIQUE",97.95918367346938
"HERRERIAS AZCUE,FRANCISCO","HERRERIAS AZCUE,FRANCISCO",100.0
"GALLARDO BERNAL,IVAN","GALLARDO BERNAL,IVAN",100.0
"SANCHEZ NAVARRO,DAVID HUMBERTO","SANCHEZ NAVARRO, DAVID HUMBERTO",98.36065573770492
"GARZA ONOFRE,JUAN JESUS","GARZA ONOFRE,JUAN JESUS",100.0
"RAMIREZ ROBLES,EDNA DEL CARMEN","RAMIREZ ROBLES,EDNA DEL CARMEN",100.0
"JUAREZ MARMOLEJO,LETICIA","JUAREZ MARMOLEJO, LETICIA",97.95918367346938
"RAMIREZ NORIEGA,ALAN DAVID","RAMIREZ NORIEGA,ALAN DAVID",100.0
"CIGARROA MAYORGA,OSCAR EDUARDO","CIGARROA MAYORGA,OSCAR EDUARDO",100.0
"JAUREGUI SESMA,JORGE MANUEL","JAUREGUI SESMA,JORGE MANUEL",100.0
"VILLARREAL GONZALEZ,ROSALAURA VIRGINIA","VILLARREAL GONZALEZ,ROSALAURA VIRGINIA",100.0
"MONREAL ROBLES,ROBERTO","MONREAL ROBLES,ROBERTO",100.0
"DELGADO GARCIA,GUILLERMO RUBEN","DELGADO GARCIA,GUILLERMO RUBEN",100.0
"HERNANDEZ GALARZA,IVAN DE JESUS","HERNANDEZ GALARZA,IVAN DE JESUS",100.0
"VILLANUEVA LOZANO,HIRAM","VILLANUEVA LOZANO,HIRAM",100.0
"CASTILLO TORRES,SERGIO ANDRES","CASTILLO TORRES,SERGIO ANDRES",100.0
"HERNANDEZ MELGAREJO,GUSTAVO","HERNANDEZ MELGAREJO, GUSTAVO",98.18181818181819
"COMPTE NUNES,GUILLEM","COMPTE NUNES,GUILLEM",100.0
"COLUNGA PEDRAZA,PERLA ROCIO","COLUNGA PEDRAZA,PERLA ROCIO",100.0
"HINOJOSA AMAYA,JOSE MIGUEL","HINOJOSA AMAYA,JOSE MIGUEL",100.0
"BORJAS ALMAGUER,OMAR DAVID","BORJAS ALMAGUER,OMAR DAVID",100.0
"SERNA PEÑA,GRISELDA","SERNA PEÑA, GRISELDA",97.43589743589743
"GONZALEZ VELAZQUEZ,CAMILO DANIEL","GONZALEZ VELAZQUEZ,CAMILO DANIEL",100.0
"IBARRA SIFUENTES,HECTOR RAUL","IBARRA SIFUENTES,HECTOR RAUL",100.0
"MORALES DELGADO,ROCIO","MORALES DELGADO,ROCIO",100.0
"SOTO RINCON,CARLOS ALBERTO","SOTO RINCON,CARLOS ALBERTO",100.0
"QUINTANILLA FLORES,DANIA LIZET","QUINTANILLA FLORES, DANIA LIZET",98.36065573770492
"RIVERA DAVILA,OLGA LIDIA","RIVERA DAVILA, OLGA LIDIA",97.95918367346938
"RAMIREZ RUBIO,LETICIA","RAMIREZ RUBIO,LETICIA",100.0
"GALVAN CRUZ,SERGIO","GALVAN CRUZ, SERGIO",97.2972972972973
"DE LOS SANTOS RUIZ,ILDEBERTO","DE LOS SANTOS RUIZ,ILDEBERTO",100.0
"COLIN GARCIA,EDUARDO","COLIN GARCIA, EDUARDO",97.5609756097561
"PEREZ SALCEDO,KEHILA YEHUDA","PEREZ SALCEDO,KEHILA YEHUDA",100.0
"AGUILA LEON,JESUS","AGUILA LEON, JESUS",97.14285714285714
"GARCIA REYES,LILIANA","GARCIA REYES,LILIANA",100.0
"LOPEZ RAMOS,JUAN ERNESTO","LOPEZ RAMOS,JUAN ERNESTO",100.0
"ROBLES DELGADO ROMERO,ALEJANDRA","ROBLES DELGADO ROMERO,ALEJANDRA",100.0
"SALINAS VELARDE,ISIDRO DANIEL","SALINAS VELARDE, ISIDRO DANIEL",98.30508474576271
"RUBALCAVA CASTILLO,FABIAN ALEJANDRO","RUBALCAVA CASTILLO, FABIAN ALEJANDRO",98.59154929577466
"GUTIERREZ JUAREZ,EDUARDO","GUTIERREZ JUAREZ, EDUARDO",97.95918367346938
"BARRON ROSAS,LEON FELIPE","BARRON ROSAS,LEON FELIPE",100.0
"TORNERO MARTINEZ,NADIA","TORNERO MARTINEZ, NADIA",97.77777777777777
"GONZALEZ CAMACHO,GIOVANI","GONZALEZ CAMACHO, GIOVANI",97.95918367346938
"PARRA MICHEL,RENATO","PARRA MICHEL, RENATO",97.43589743589743
"CASILLAS RODRIGUEZ,NAYELI","CASILLAS RODRIGUEZ, NAYELI",98.0392156862745
"ALFEREZ SALINAS,GERMAN HARVEY","ALFEREZ SALINAS,GERMAN HARVEY",100.0
"OTERO HERNANDEZ,JOSE ANTONIO","OTERO HERNANDEZ,JOSE ANTONIO",100.0
"DURAN AGUILAR,GABRIELA","DURAN AGUILAR, GABRIELA",97.77777777777777
"TREVIÑO REYES,ROSALBA","TREVIÑO REYES, ROSALBA",97.67441860465115
"LUNA NIÑO,ROSA BEATRIZ","LUNA NIÑO, ROSA BEATRIZ",97.77777777777777
"ARROYO BARRANCO,CESAR ALFONSO","ARROYO BARRANCO, CESAR ALFONSO",98.30508474576271
"CALVILLO ROBLEDO,ARGELIA","CALVILLO ROBLEDO, ARGELIA",97.95918367346938
"RAMIREZ RAMIREZ,JUAN JESUS","RAMIREZ RAMIREZ, JUAN JESUS",98.11320754716981
"AGUILAR SANCHEZ,OMAR","AGUILAR SANCHEZ,OMAR",100.0
"CARDONA PEREZ,JORGE ARTURO","CARDONA PEREZ, JORGE ARTURO",98.11320754716981
"ONTIVEROS ROBLES,EMANUEL","ONTIVEROS ROBLES, EMANUEL",97.95918367346938
"GARZON FONTECHA,ANGELICA MARIA","GARZON FONTECHA,ANGELICA MARIA",100.0
"MASQUE SAUMELL,JOSEP MARIA","MASQUE SAUMELL,JOSEP MARIA",100.0
"DIAZ TALAMANTES,CESAR","DIAZ TALAMANTES, CESAR",97.67441860465115
"LOPEZ BRIONES,HUGO EDWIN","LOPEZ BRIONES,HUGO EDWIN",100.0
"HERNANDEZ SANCHEZ,MA. EUGENIA","HERNANDEZ SANCHEZ,MA. EUGENIA",100.0
"PEREZ VERDUZCO,GERMAN","PEREZ VERDUZCO,GERMAN",100.0
"RUIZ CANSINO,MARCIA LETICIA","RUIZ CANSINO,MARCIA LETICIA",100.0
"YANEZ PEÑUÑURI,LIBIA YANELLI","YANEZ PEÑUÑURI, LIBIA YANELLI",98.24561403508771
"SORIA CASTRO,RODOLFO","SORIA CASTRO,RODOLFO",100.0
"DE LA VEGA RODRIGUEZ,MARINA DOLORES","DE LA VEGA RODRIGUEZ,MARINA DOLORES",100.0
"RAMIREZ PEREZ,LEDUAN","RAMIREZ PEREZ, LEDUAN",97.5609756097561
"CASTILLO RANGEL,CARLOS","CASTILLO RANGEL, CARLOS",97.77777777777777
"AGUILAR ARNAL,LORENA","AGUILAR ARNAL,LORENA",100.0
"DIAZ VELAZQUEZ,YUNUEN ESMERALDA","DIAZ VELAZQUEZ,YUNUEN ESMERALDA",100.0
"CORREA MORALES,FABIAN","CORREA MORALES, FABIAN",97.67441860465115
"DOMINGUEZ CHAVEZ,CLAUDIA JENNIFER","DOMINGUEZ CHAVEZ,CLAUDIA JENNIFER",100.0
"LOPEZ MACIAS,GABRIEL ANGEL","LOPEZ MACIAS,GABRIEL ANGEL",100.0
"MORENO RODRIGUEZ,VERONICA MIREYA","MORENO RODRIGUEZ,VERONICA MIREYA",100.0
"SANCHEZ GARRIDO,MONICA","SANCHEZ GARRIDO, MONICA",97.77777777777777
"TAKACS,ANDRAS","TAKACS , ANDRAS",92.85714285714286
"VALLE CHAVARRIA,LORENA GERTRUDIS","VALLE CHAVARRIA,LORENA GERTRUDIS",100.0
"PEREZ ALAMOS,ALMA ROSA","PEREZ ALAMOS, ALMA ROSA",97.77777777777777
"BERUMEN RODRIGUEZ,CARLOS ERIC","BERUMEN RODRIGUEZ,CARLOS ERIC",100.0
"ARREOLA ORNELAS,HECTOR","ARREOLA ORNELAS,HECTOR",100.0
"MARTINEZ CRUZ,NAYELI","MARTINEZ CRUZ,NAYELI",100.0
"CONTRERAS HERNANDEZ,HELEN","CONTRERAS HERNANDEZ,HELEN",100.0
"GUTIERREZ ORTIZ,MANUEL EDUARDO","GUTIERREZ ORTIZ, MANUEL EDUARDO",98.36065573770492
"PARRA LOMELI,HECTOR","PARRA LOMELI,HECTOR",100.0
"ALVARADO RIVERA,ALBERTO","ALVARADO RIVERA,ALBERTO",100.0
"GALLEGOS CEDILLO,VICTOR MANUEL","GALLEGOS CEDILLO,VICTOR MANUEL",100.0
"SANCHEZ GARCIA,JOSE EMILIO","SANCHEZ GARCIA, JOSE EMILIO",98.11320754716981
"ORIZAGA DE LA CRUZ,CITLALLI","ORIZAGA DE LA CRUZ, CITLALLI",98.18181818181819
"SANHOUSE GARCIA,ANTONIO JESUS","SANHOUSE GARCIA,ANTONIO JESUS",100.0
"SAMANO GARCIA,MARIA HILDA","SAMANO GARCIA,MARIA HILDA",100.0
"SMITH,HEIDI JANE MARIE","SMITH , HEIDI JANE MARIE",95.65217391304348
"LOPEZ AGUILAR,KELVIN","LOPEZ AGUILAR,KELVIN",100.0
"MOJICA SANCHEZ,JUAN PABLO","MOJICA SANCHEZ,JUAN PABLO",100.0
"MALDONADO ASTUDILLO,YAN PALLAC","MALDONADO ASTUDILLO,YAN PALLAC",100.0
"MALDONADO ASTUDILLO,RAYMA IRERI","MALDONADO ASTUDILLO,RAYMA IRERI",100.0
"LEZAMA RUIZ,NOEMI","LEZAMA RUIZ,NOEMI",100.0
"GUZMAN TOVAR,CESAR AUGUSTO","GUZMAN TOVAR,CESAR AUGUSTO",100.0
"MARQUEZ ROA,UBALDO","MARQUEZ ROA,UBALDO",100.0
"CERVERA OBREGON,MARCO ANTONIO","CERVERA OBREGON, MARCO ANTONIO",98.30508474576271
"BARRON GARCIA,OSCAR YAEL","BARRON GARCIA, OSCAR YAEL",97.95918367346938
"ALCALA RICO,JUAN SAMUEL GUADALUPE JESUS","ALCALA RICO,JUAN SAMUEL GUADALUPE JESUS",100.0
"ORTEGA AGUILAR,JOSE EDUARDO","ORTEGA AGUILAR,JOSE EDUARDO",100.0
"SANTIAGO VALENTIN,JEIMY DENISSE","SANTIAGO VALENTIN,JEIMY DENISSE",100.0
"RYZHKOV,ANDRII","RYZHKOV , ANDRII",93.33333333333333
"CERON GARNICA,CARMEN","CERON GARNICA,CARMEN",100.0
"ROMAN LOPEZ,TALIA VIANNEY","ROMAN LOPEZ,TALIA VIANNEY",100.0
"HANCEVIC,PEDRO IGNACIO","HANCEVIC , PEDRO IGNACIO",95.65217391304348
"VELARDEZ SOTO,SHEILA NATALY","VELARDEZ SOTO,SHEILA NATALY",100.0
"BERMEO MORA,KARINA","BERMEO MORA, KARINA",97.2972972972973
"MEDINA ESPARZA,LORENA TRINIDAD","MEDINA ESPARZA,LORENA TRINIDAD",100.0
"HERNANDEZ ROSALES,HELENA SOCORRO","HERNANDEZ ROSALES, HELENA SOCORRO",98.46153846153847
"ANGELES CONSTANTINO,MARTHA ISABEL","ANGELES CONSTANTINO, MARTHA ISABEL",98.50746268656717
"YESCAS APARICIO,CENOBIO","YESCAS APARICIO,CENOBIO",100.0
"CRUZ GONZALEZ,BERNABE EDGAR","CRUZ GONZALEZ,BERNABE EDGAR",100.0
"MACIEL RUIZ,JORGE ALFONSO","MACIEL RUIZ,JORGE ALFONSO",100.0
"LEMUS BARAHONA,LESLIE NOEMI","LEMUS BARAHONA,LESLIE NOEMI",100.0
"DE LA O CUEVAS,EMMANUEL","DE LA O CUEVAS, EMMANUEL",97.87234042553192
"MERCADO MALDONADO,LAURA","MERCADO MALDONADO,LAURA",100.0
"ELIZONDO ROMERO,ALEJANDRO","ELIZONDO ROMERO,ALEJANDRO",100.0
"LLAGUNO MUNIVE,MONSERRAT","LLAGUNO MUNIVE,MONSERRAT",100.0
"SANCHEZ CRUZ,NORBERTO","SANCHEZ CRUZ,NORBERTO",100.0
"SANCHEZ MONTES,DANIEL SOKANI","SANCHEZ MONTES,DANIEL SOKANI",100.0
"ORTIZ MEDINA,RAUL ARTURO","ORTIZ MEDINA,RAUL ARTURO",100.0
"KULLENBERG GUTIERREZ,DANIELA","KULLENBERG GUTIERREZ,DANIELA",100.0
"BALLINAS INDILI,RICARDO","BALLINAS INDILI, RICARDO",97.87234042553192
"MONDRAGON URIBE,JAIME DANIEL","MONDRAGON URIBE, JAIME DANIEL",98.24561403508771
"ESPINOSA CAMACHO,LUIS FERNANDO","ESPINOSA CAMACHO, LUIS FERNANDO",98.36065573770492
"ARELLANO ARTEAGA,KEVIN JAVIER","ARELLANO ARTEAGA, KEVIN JAVIER",98.30508474576271
"ATILANO ROBLES,EDWIN","ATILANO ROBLES, EDWIN",97.5609756097561
"CHAVEZ VASQUEZ,YEDIDI","CHAVEZ VASQUEZ, YEDIDI",97.67441860465115
"GOMEZ PERALTA,JUAN IVAN","GOMEZ PERALTA, JUAN IVAN",97.87234042553192
"MIRAMONTES ORTEGA,CYNTHIA IVETTE","MIRAMONTES ORTEGA,CYNTHIA IVETTE",100.0
"ZAPATA FONSECA,OCTAVIO BALTASAR","ZAPATA FONSECA,OCTAVIO BALTASAR",100.0
"ACOSTA CADENGO,MARTHA CECILIA","ACOSTA CADENGO,MARTHA CECILIA",100.0
"RUIZ SALCINES,PABLO","RUIZ SALCINES, PABLO",97.43589743589743
"SANCHEZ MONDRAGON,GABRIELA","SANCHEZ MONDRAGON,GABRIELA",100.0
"MELO FLOREZ,JAIRO ANTONIO","MELO FLOREZ, JAIRO ANTONIO",98.0392156862745
"PECH PUEBLA,DANIEL","PECH PUEBLA, DANIEL",97.2972972972973
"PEÑA APARICIO,BERENICE","PEÑA APARICIO, BERENICE",97.77777777777777
"DELGADO LINERO,MANUEL GERARDO","DELGADO LINERO, MANUEL GERARDO",98.30508474576271
"TALAVERA PEÑA,ANA KAREN","TALAVERA PEÑA, ANA KAREN",97.87234042553192
"RUIZ MENDEZ,DAVID","RUIZ MENDEZ, DAVID",97.14285714285714
"AGUILLON SOLIS,CRISTINA","AGUILLON SOLIS, CRISTINA",97.87234042553192
"APARICIO TREJO,OMAR EMILIANO","APARICIO TREJO,OMAR EMILIANO",100.0
"ARELLANO HERNANDEZ,KARLA SELENE","ARELLANO HERNANDEZ, KARLA SELENE",98.41269841269842
"LLAMAS GARCIA,ARCELIA","LLAMAS GARCIA, ARCELIA",97.67441860465115
"JUAREZ BECERRA,ISABEL GUADALUPE","JUAREZ BECERRA,ISABEL GUADALUPE",100.0
"CONTRERAS ZARAZUA,GABRIEL","CONTRERAS ZARAZUA,GABRIEL",100.0
"AVILA CALERO,SOFIA","AVILA CALERO,SOFIA",100.0
"ROSALES SARABIA,RODRIGO MIGUEL","ROSALES SARABIA,RODRIGO MIGUEL",100.0
"BOUQUET ESCOBEDO,GERALDINE STEPHANIE","BOUQUET ESCOBEDO,GERALDINE STEPHANIE",100.0
"CASTILLO RODRIGUEZ,MIRIAM AIDE","CASTILLO RODRIGUEZ,MIRIAM AIDE",100.0
"URIBE MARTINEZ,LIZ MALENI","URIBE MARTINEZ, LIZ MALENI",98.0392156862745
"GUTIERREZ FLORES,JORGE","GUTIERREZ FLORES, JORGE",97.77777777777777
"ROBLES ARIAS,MONICA ALEJANDRA","ROBLES ARIAS, MONICA ALEJANDRA",98.30508474576271
"JEREZ RAMIREZ,DEYSI OFELMINA","JEREZ RAMIREZ,DEYSI OFELMINA",100.0
"DIAZ LOPEZ,KARINA DE JESUS","DIAZ LOPEZ, KARINA DE JESUS",98.11320754716981
"LEON LOPEZ,ARELY","LEON LOPEZ,ARELY",100.0
"TREJO GONZALEZ,LORENA","TREJO GONZALEZ, LORENA",97.67441860465115
"VICENTE FLORES,MACARIO","VICENTE FLORES, MACARIO",97.77777777777777
"GUEVARA SANTAMARIA,MARIO ANTONIO","GUEVARA SANTAMARIA,MARIO ANTONIO",100.0
"LOPEZ MENDEZ,LUIS JOSE","LOPEZ MENDEZ, LUIS JOSE",97.77777777777777
"GARCIA TORRES,MICHELLE","GARCIA TORRES,MICHELLE",100.0
"RUIZ RAMOS,LUCIA","RUIZ RAMOS,LUCIA",100.0
"CALVILLO UNNA,TOMAS JAVIER","CALVILLO UNNA,TOMAS JAVIER",100.0
"VENCES ESPARZA,ANGELICA","VENCES ESPARZA,ANGELICA",100.0
"VEGA CARDENAS,MARIELA","VEGA CARDENAS,MARIELA",100.0
"FLORES LEON,MANUEL","FLORES LEON, MANUEL",97.2972972972973
"FERNANDEZ MACIAS,JUAN CARLOS","FERNANDEZ MACIAS,JUAN CARLOS",100.0
"PINEDA SALDAÑA,CESAR ALBERTO","PINEDA SALDAÑA, CESAR ALBERTO",98.24561403508771
"CARRANZA COELLO,JAMILLET JAZMIN","CARRANZA COELLO, JAMILLET JAZMIN",98.41269841269842
"VEGA VERA,NADIA VIRIDIANA","VEGA VERA, NADIA VIRIDIANA",98.0392156862745
"HERNANDEZ QUINTO,FRANCISCO","HERNANDEZ QUINTO, FRANCISCO",98.11320754716981
"LOPEZ MONTERRUBIO,DIANA ITZEL","LOPEZ MONTERRUBIO, DIANA ITZEL",98.30508474576271
"TIRADO CANTU,PABLO ALFONSO","TIRADO CANTU, PABLO ALFONSO",98.11320754716981
"HERNANDEZ ORTIZ,OSCAR JAVIER","HERNANDEZ ORTIZ, OSCAR JAVIER",98.24561403508771
"VIDAL RUIZ,JESUS ADRIAN","VIDAL RUIZ,JESUS ADRIAN",100.0
"ALONZO SOLIS,JUAN FELIPE DE JESUS","ALONZO SOLIS, JUAN FELIPE DE JESUS",98.50746268656717
"RIVERA LOPEZ,SAMUEL","RIVERA LOPEZ, SAMUEL",97.43589743589743
"CRUZ LOPEZ,DIEGO FRANCISCO","CRUZ LOPEZ, DIEGO FRANCISCO",98.11320754716981
"AGUILAR CRUZ,PEDRO DANIEL","AGUILAR CRUZ,PEDRO DANIEL",100.0
"LUZARDO OCAMPO,IVAN ANDRES","LUZARDO OCAMPO,IVAN ANDRES",100.0
"PALOMINO RESENDIZ,ROBERTO LUIS","PALOMINO RESENDIZ,ROBERTO LUIS",100.0
"LOPEZ DE HARO,PEDRO ANTONIO","LOPEZ DE HARO,PEDRO ANTONIO",100.0
"CASTAÑEDA JUAREZ,MONSERRAT","CASTAÑEDA JUAREZ, MONSERRAT",98.11320754716981
"AGUILERA LARA,JAHZEEL","AGUILERA LARA, JAHZEEL",97.67441860465115
"ROMERO MORALES,LUIS OSCAR","ROMERO MORALES,LUIS OSCAR",100.0
"IGLESIAS ARELLANO,MARIANA","IGLESIAS ARELLANO, MARIANA",98.0392156862745
"BENITEZ BOBADILLA,GERMAN","BENITEZ BOBADILLA,GERMAN",100.0
"ARAMBUL MUÑOZ,EULALIO","ARAMBUL MUÑOZ, EULALIO",97.67441860465115
