NOMBRE_INVENTOR,NOMBRE DEL INVESTIGADOR,Ratio,inventor_id,CVU
"SANCHEZ CASTREJON,EDNA","SANCHEZ CASTREJON,EDNA",100.0,,35472.0
"ORNELAS DAVILA,OMAR","ORNELAS DAVILA,OMAR",100.0,,692171.0
"ELIZALDE GONZALEZ,MARIA DE LA PAZ","ELIZALDE GONZALEZ,MARIA DE LA PAZ",100.0,,3501.0
"DAVILA JIMENEZ,MARTIN MARINO","DAVILA JIMENEZ,MARTIN MARINO",100.0,,4556.0
"SOTO PEREDO,CLAUDIA ANGELICA","SOTO PEREDO,CLAUDIA ANGELICA",100.0,,8148.0
"VILLA TREVINO,SAUL","VILLA Y TREVINO,SAUL",100.0,,3864.0
"CHAGOYA HAZAS,VICTORIA EUGENIA","CHAGOYA Y HAZAS,VICTORIA EUGENIA",100.0,,2409.0
"HERNANDEZ MUNOZ,ROLANDO EFRAIN","HERNANDEZ MUNOZ,ROLANDO EFRAIN",100.0,,7872.0
"PEREZ MARTINEZ,FRANCISCO JAVIER","PEREZ MARTINEZ,FRANCISCO",100.0,,217773.0
"LUNA GARCIA,JESUS","LUNA GARCIA,JESUS",100.0,,200091.0
"LOPEZ BUCIO,JOSE","LOPEZ BUCIO,JOSE",100.0,,26254.0
"MOLINA TORRES,JORGE","MOLINA TORRES,JORGE",100.0,,665.0
"TERRONES MALDONADO,HUMBERTO","TERRONES MALDONADO,HUMBERTO",100.0,,13679.0
"MARTINEZ ALANIS,MAURICIO","MARTINEZ ALANIS,MAURICIO",100.0,,267569.0
"AGUILERA CORTES,LUZ ANTONIO","AGUILERA CORTES,LUZ ANTONIO",100.0,,120376.0
"ROJAS GEORGE,GABRIEL","ROJAS GEORGE,GABRIEL",100.0,,264515.0
"UTRILLA CARRERI,JOSE","UTRILLA CARRERI,JOSE",100.0,,165121.0
"GOSSET LAGARDA,GUILLERMO","GOSSET LAGARDA,GUILLERMO",100.0,,7469.0
"MARTINEZ JIMENEZ,ALFREDO","MARTINEZ JIMENEZ,ALFREDO",100.0,,9834.0
"HUERTA BERISTAIN,GERARDO","HUERTA BERISTAIN,GERARDO",100.0,,161532.0
"SALGADO CEBALLOS,HERMELINDA","SALGADO CEBALLOS,HERMELINDA",100.0,,120560.0
"CRUZ CRUZ,GUILLERMO JESUS","CRUZ CRUZ,GUILLERMO JESUS",100.0,,6159.0
"MORALES GUADARRAMA,JUAN CARLOS AXAYACATL","MORALES GUADARRAMA,JUAN CARLOS AXAYACATL",100.0,,169039.0
"MORALES CORONA,JUAN","MORALES CORONA,JUAN",100.0,,19386.0
"ALVAREZ MEJIA,ANA LAURA","ALVAREZ MEJIA,ANA LAURA",100.0,,172211.0
"OLAYO GONZALEZ,MARIA GUADALUPE","OLAYO GONZALEZ,MARIA GUADALUPE",100.0,,6160.0
"DIAZ RUIZ,MARIA DE LOS ANGELES ARACELI","DIAZ RUIZ,MARIA DE LOS ANGELES ARACELI",100.0,,21826.0
"OLAYO GONZALEZ,ROBERTO","OLAYO GONZALEZ,ROBERTO",100.0,,2406.0
"VELASCO TELLEZ,ABRAHAM","VELASCO TELLEZ,ABRAHAM",100.0,,218266.0
"PALAFOX RAMOS,JORGE","PALAFOX RAMOS,JORGE",100.0,,120816.0
"RODRIGUEZ LELIS,JOSE MARIA","RODRIGUEZ LELIS,JOSE MARIA",100.0,,120214.0
"CAMPOS CANTON,ISAAC","CAMPOS CANTON,ISAAC",100.0,,121080.0
"GUZMAN LUCERO,DIEGO JAVIER","GUZMAN LUCERO,DIEGO JAVIER",100.0,fl:di_ln:guzmanlucero-1,121688.0
"PALOMEQUE SANTIAGO,JORGE FROYLAN","PALOMEQUE SANTIAGO,JORGE FROYLAN",100.0,fl:jo_ln:palomequesantiago-1,30322.0
"VALENCIA GALLEGOS,JESUS ANGEL","VALENCIA GALLEGOS,JESUS ANGEL",100.0,,201460.0
"BARREIRO RODRIGUEZ,GUADALUPE","BARREIRO RODRIGUEZ,GUADALUPE",100.0,,104444.0
"YANEZ LIMON,JOSE MARTIN","YANEZ LIMON,JOSE MARTIN",100.0,,14570.0
"CONTRERAS SERVIN,CARLOS ALBERTO","CONTRERAS SERVIN,CARLOS",100.0,,121584.0
"HERRERA GOMEZ,ALBERTO","HERRERA GOMEZ,ALBERTO",100.0,,15110.0
"KUSSUL,ERNST","KUSSUL,ERNST",100.0,,21024.0
"LARA ROSANO,FELIPE DE JESUS","LARA ROSANO,FELIPE DE JESUS",100.0,,666.0
"BRUCE DAVIDSON,NEIL CHARLES","BRUCE DAVIDSON,NEIL CHARLES",100.0,,15177.0
"ASCANIO GASCA,GABRIEL","ASCANIO GASCA,GABRIEL",100.0,,19551.0
"SANIGER BLESA,JOSE MANUEL","SANIGER BLESA,JOSE MANUEL",100.0,,6275.0
"BAYDYK,TETYANA","BAYDYK,TETYANA",100.0,,25115.0
"VARGAS MAGANA,MARCOS CESAR","VARGAS MAGANA,MARCOS CESAR",100.0,,289686.0
"MARTINEZ MARTINEZ,JESUS MANUEL","MARTINEZ MARTINEZ,JESUS",100.0,fl:je_ln:martinezmartinez-1,350779.0
"GALINDO SEVILLA,NORMA DEL CARMEN","GALINDO SEVILLA,NORMA DEL CARMEN",100.0,,216439.0
"HERNANDEZ LUIS,FRANCISCO","HERNANDEZ LUIS,FRANCISCO",100.0,,14831.0
"PENA CABRERA,EDUARDO","PENA CABRERA,EDUARDO",100.0,fl:ed_ln:penacabrera-1,15649.0
"GARNICA GARZA,HECTOR MAURICIO","GARNICA GARZA,HECTOR MAURICIO",100.0,,123624.0
"ACOSTA SALMON,HECTOR","ACOSTA SALMON,HECTOR",100.0,,35454.0
"VEGA MERINO,PEDRO MARTIN","VEGA MERINO,PEDRO MARTIN",100.0,,296717.0
"BUENROSTRO GONZALEZ,EDUARDO","BUENROSTRO GONZALEZ,EDUARDO",100.0,fl:ed_ln:buenrostrogonzalez-1,30912.0
"SANCHEZ MACHADO,DALIA ISABEL","SANCHEZ MACHADO,DALIA ISABEL",100.0,,121308.0
"LOPEZ ZAVALA,MIGUEL ANGEL","LOPEZ ZAVALA,MIGUEL ANGEL",100.0,,37056.0
"CENDEJAS SANTANA,GABRIEL","CENDEJAS SANTANA,GABRIEL",100.0,fl:ga_ln:cendejassantana-1,223181.0
"BARAJAS RAMIREZ,JUAN GONZALO","BARAJAS RAMIREZ,JUAN GONZALO",100.0,,121138.0
"FARIAS MANCILLA,JOSE RURIK","FARIAS MANCILLA,JOSE RURIK",100.0,,121190.0
"ORNELAS GUTIERREZ,CARLOS ELIAS","ORNELAS GUTIERREZ,CARLOS ELIAS",100.0,,495048.0
"GUERRERO SANCHEZ,WUIYEVALDO FERMIN","GUERRERO SANCHEZ,WUIYEVALDO FERMIN",100.0,,296669.0
"PLIEGO CARRILLO,ADRIANA CRISTINA","PLIEGO CARRILLO,ADRIANA CRISTINA",100.0,,345506.0
"VEGA Y SAENZ DE MIERA,MARIA DEL ROSARIO GUADALUPE","VEGA Y SAENZ DE MIERA,MARIA DEL ROSARIO GUADALUPE",100.0,,6477.0
"ORRANTIA BORUNDA,ERASMO","ORRANTIA BORUNDA,ERASMO",100.0,,121098.0
"RIVAS CACERES,RAYMUNDO RENE","RIVAS CACERES,RAYMUNDO RENE",100.0,,102150.0
"HERNANDEZ BELTRAN,NORMA ALICIA","HERNANDEZ BELTRAN,NORMA ALICIA",100.0,,253813.0
"CHAVEZ REYES,ARTURO","CHAVEZ REYES,ARTURO",100.0,,73542.0
"SOSA BLANCO,CESAR ALBERTO","SOSA BLANCO,CESAR ALBERTO",100.0,,26042.0
"LOPEZ GUERRERO,MIGUEL ANGEL","LOPEZ GUERRERO,MIGUEL",100.0,,123111.0
"WILLIAMS,JOHN","WILLIAMS,JOHN NEWHALL",100.0,,636756.0
"CHICUREL UZIEL,RICARDO","CHICUREL UZIEL,RICARDO",100.0,,1553.0
"QUEZADA RIVERA,JESUS JOSAFATH","QUEZADA RIVERA,JESUS JOSAFATH",100.0,,439748.0
"BORBOLLA ESCOBOZA,JOSE RAFAEL","BORBOLLA ESCOBOZA,JOSE RAFAEL",100.0,,16375.0
"MENDOZA DE LA CRUZ,JOSE LUIS","MENDOZA DE LA CRUZ,JOSE LUIS",100.0,fl:jo_ln:mendozadelacruz-1,278086.0
"RAMIREZ SALGADO,JOEL","RAMIREZ SALGADO,JOEL",100.0,,30084.0
"SUAREZ DOMINGUEZ,EDGARDO JONATHAN","SUAREZ DOMINGUEZ,EDGARDO JONATHAN",100.0,,213421.0
"HERNANDEZ AVALOS,PEDRO AARON","HERNANDEZ AVALOS,PEDRO AARON",100.0,,174444.0
"CUMPLIDO PARRA,RENE","CUMPLIDO PARRA,RENE ARMANDO",100.0,,30606.0
"FEREGRINO URIBE,CLAUDIA","FEREGRINO URIBE,CLAUDIA",100.0,,30083.0
"GOMEZ GOMEZ,ISABEL","GOMEZ GOMEZ,ISABEL",100.0,,32122.0
"MELGAR FERNANDEZ,ROBERTO CARLOS","MELGAR FERNANDEZ,ROBERTO CARLOS",100.0,,39936.0
"GRANADOS COVARRUBIAS,EVIN HAZAEL","GRANADOS COVARRUBIAS,EVIN HAZAEL",100.0,,48421.0
"PALACIOS GONZALEZ,EDUARDO","PALACIOS GONZALEZ,EDUARDO",100.0,,57417.0
"DOUDA,YOURI","DOUDA,YOURI",100.0,,19390.0
"BARCENAS CASTANEDA,MARIANA","BARCENAS CASTANEDA,MARIANA",100.0,,103994.0
"CHICUREL Y UZIEL,ENRIQUE JAIME","CHICUREL Y UZIEL,ENRIQUE JAIME",100.0,,2776.0
"REYES LOZANO,LEO HENDRIK","REYES LOZANO,LEO",100.0,,37631.0
"ESTRADA PARRA,SERGIO","ESTRADA PARRA,SERGIO ANTONIO",100.0,,1438.0
"PEREZ TAPIA,SONIA MAYRA","PEREZ TAPIA,SONIA MAYRA",100.0,,36168.0
"MARTINEZ JARQUIN,SANDRA","MARTINEZ JARQUIN,SANDRA",100.0,,375278.0
"WINKLER,ROBERT","WINKLER,ROBERT",100.0,,329891.0
"ZAPATA RENDON,BEATRIZ","ZAPATA RENDON,BEATRIZ",100.0,fl:be_ln:zapatarendon-1,15364.0
"CORTES ESPINOSA,DIANA VERONICA","CORTES ESPINOSA,DIANA VERONICA",100.0,,38786.0
"ABSALON CONSTANTINO,ANGEL EDUARDO","ABSALON CONSTANTINO,ANGEL EDUARDO",100.0,,42634.0
"MARTINEZ CASTANON,GABRIEL ALEJANDRO","MARTINEZ CASTANON,GABRIEL ALEJANDRO",100.0,,219645.0
"VAZQUEZ DURAN,ALMA GUADALUPE","VAZQUEZ DURAN,ALMA GUADALUPE",100.0,,101660.0
"MONTESINOS GOMEZ,ROSA DEL CARMEN","MONTESINOS GOMEZ,ROSA DEL CARMEN",100.0,,174587.0
"LEYVA INZUNZA,ZENAIDA CAROLINA","LEYVA INZUNZA,ZENAIDA CAROLINA",100.0,,174572.0
"PARRA SALDIVAR,ROBERTO","PARRA SALDIVAR,ROBERTO",100.0,,35753.0
"PAZ MICHEL,BRENDA ASTRID","PAZ MICHEL,BRENDA ASTRID",100.0,,47347.0
"RODRIGUEZ DE ANDA,EDUARDO","RODRIGUEZ DE ANDA,EDUARDO",100.0,,145117.0
"RAMIREZ GARNICA,MARCO ANTONIO","RAMIREZ GARNICA,MARCO ANTONIO",100.0,,89159.0
"CASTREJON VACIO,FERNANDO","CASTREJON VACIO,FERNANDO",100.0,,
"CHAVEZ MIYAUCHI,TOMAS EDUARDO","CHAVEZ MIYAUCHI,TOMAS EDUARDO",100.0,,333073.0
"ANGELES ALVAREZ,PEDRO GUILLERMO","ANGELES ALVAREZ,PEDRO GUILLERMO",100.0,,7729.0
"LUJAN MONTELONGO,JESUS ARMANDO","LUJAN MONTELONGO,JESUS ARMANDO",100.0,,48566.0
"ORDONEZ PALACIOS,JOSE MARIO","ORDONEZ PALACIOS,JOSE MARIO",100.0,,16485.0
"REYES ESPARZA,JORGE ALBERTO","REYES ESPARZA,JORGE ALBERTO",100.0,,11762.0
"AGUILAR VEGA,MANUEL DE JESUS","AGUILAR VEGA,MANUEL DE JESUS",100.0,,1898.0
"CASTRUITA DE LEON,GRISELDA","CASTRUITA DE LEON,GRISELDA",100.0,,161742.0
"NEIRA VELAZQUEZ,MARIA GUADALUPE","NEIRA VELAZQUEZ,MARIA GUADALUPE",100.0,,30450.0
"VALDIVIA BARRIENTOS,RICARDO","VALDIVIA BARRIENTOS,RICARDO",100.0,,252098.0
"SANTIAGO GARCIA,JOSE LUIS","SANTIAGO GARCIA,JOSE LUIS",100.0,,167016.0
"LORIA BASTARRACHEA,MARIA ISABEL DE LOS DOLORES","LORIA BASTARRACHEA,MARIA ISABEL DE LOS DOLORES",100.0,,255201.0
"GARCIA CERDA,LUIS ALFONSO","GARCIA CERDA,LUIS ALFONSO",100.0,,21795.0
"PERERA MERCADO,YIBRAN ARGENIS","PERERA MERCADO,YIBRAN ARGENIS",100.0,,312228.0
"PACHECO PACHECO,MARQUIDIA JOSSELINE","PACHECO PACHECO,MARQUIDIA JOSSELINE",100.0,,31913.0
"AGUILAR MENDOZA,GUILLERMO","AGUILAR MENDOZA,GUILLERMO",100.0,,294991.0
"CAMACHO LOPEZ,SANTIAGO","CAMACHO LOPEZ,SANTIAGO",100.0,,121359.0
"MIJAREZ CASTRO,RITO","MIJAREZ CASTRO,RITO",100.0,,212026.0
"RODRIGUEZ RODRIGUEZ,JOAQUIN HECTOR","RODRIGUEZ RODRIGUEZ,JOAQUIN HECTOR",100.0,,2309.0
"GARCIA GONZALEZ,VICTOR GUADALUPE","GARCIA GONZALEZ,VICTOR GUADALUPE",100.0,,218195.0
"DELGADO COELLO,BLANCA ALICIA","DELGADO COELLO,BLANCA ALICIA",100.0,,216957.0
"SERNA SALDIVAR,SERGIO ROMAN OTHON","SERNA SALDIVAR,SERGIO ROMAN OTHON",100.0,,3598.0
"SANTOS ZEA,LILIANA","SANTOS ZEA,LILIANA",100.0,,270166.0
"GALINDO ESQUIVEL,IGNACIO RENE","GALINDO ESQUIVEL,IGNACIO RENE",100.0,,87033.0
"JUAREZ RUIZ,JUAN MANUEL","JUAREZ RUIZ,JUAN MANUEL",100.0,,73863.0
"NAKAMURA LABASTIDA,EDGAR KIYOSHI","NAKAMURA LABASTIDA,EDGAR KIYOSHI",100.0,,88246.0
"MOUSATOV,ALEKSANDR","MOUSATOV,ALEKSANDR",100.0,,120579.0
"GORDILLO MOSCOSO,JOSE LUIS","GORDILLO MOSCOSO,JOSE LUIS",100.0,,120223.0
"VILLARREAL GUERRA,BLANCA LORENA","VILLARREAL GUERRA,BLANCA LORENA",100.0,,296920.0
"ESCOBAR BARRIOS,VLADIMIR ALONSO","ESCOBAR BARRIOS,VLADIMIR ALONSO",100.0,,20870.0
"ZEPEDA PARTIDA,TRINO ARMANDO","ZEPEDA PARTIDA,TRINO ARMANDO",100.0,,43150.0
"ALONSO NUNEZ,GABRIEL","ALONSO NUNEZ,GABRIEL",100.0,,20109.0
"SMOLENTSEVA,ELENA","SMOLENTSEVA,ELENA",100.0,,253143.0
"DIAZ DE LEON HERNANDEZ,JORGE NOE","DIAZ DE LEON HERNANDEZ,JORGE NOE",100.0,,164288.0
"CHAVEZ GOMEZ,BENJAMIN","CHAVEZ GOMEZ,BENJAMIN",100.0,,216476.0
"MARTINEZ DE LA ESCALERA,LORENZO MARTINEZ","MARTINEZ MARTINEZ DE LA ESCALERA,LORENZO",100.0,,171992.0
"ALVAREZ GAYOSSO,CARLOS ANDRES","ALVAREZ GAYOSSO,CARLOS ANDRES",100.0,,31368.0
"ACEVES DIEZ,ANGEL EMILIO","ACEVES DIEZ,ANGEL EMILIO",100.0,fl:an_ln:acevesdiez-1,50137.0
"MENDOZA DUARTE,MONICA ELVIRA","MENDOZA DUARTE,MONICA ELVIRA",100.0,,241546.0
"ZARAGOZA CONTRERAS,ERASTO ARMANDO","ZARAGOZA CONTRERAS,ERASTO ARMANDO",100.0,,21289.0
"FLORES GALLARDO,SERGIO GABRIEL","FLORES GALLARDO,SERGIO GABRIEL",100.0,,121780.0
"LARA MARTINEZ,REYNA","LARA MARTINEZ,REYNA",100.0,,98344.0
"RIVILLAS ACEVEDO,LINA ANDREA","RIVILLAS ACEVEDO,LINA ANDREA",100.0,,226358.0
"ISLAS ANDRADE,SERGIO AGUSTIN","ISLAS ANDRADE,SERGIO AGUSTIN",100.0,,8104.0
"JIMENEZ GARCIA,LUIS FELIPE","JIMENEZ GARCIA,LUIS FELIPE",100.0,,7676.0
"MORAN ANDRADE,JULIO","MORAN ANDRADE,JULIO EDUARDO ROQUE",100.0,,5444.0
"ALVAREZ MAJMUTOV,ANTON","ALVAREZ MAJMUTOV,ANTON",100.0,,170729.0
"AGUILA HERNANDEZ,JACINTO","AGUILA HERNANDEZ,JACINTO",100.0,,31869.0
"GARCIA FLORES,BLANCA ESTELA","GARCIA FLORES,BLANCA ESTELA",100.0,,121239.0
"ARAMBULA COSIO,FERNANDO","ARAMBULA COSIO,FERNANDO",100.0,,19252.0
"JIMENEZ CISNEROS,BLANCA ELENA","JIMENEZ CISNEROS,BLANCA ELENA",100.0,,5185.0
"BARRIOS PEREZ,JOSE ANTONIO","BARRIOS PEREZ,JOSE ANTONIO",100.0,,120898.0
"HERNANDEZ ROMERO,YANET MICAHELA","HERNANDEZ ROMERO,YANET MICAHELA",100.0,,81274.0
"BERNAD BERNAD,MARIA JOSEFA","BERNAD BERNAD,MARIA JOSEFA",100.0,,21157.0
"CORDOVA DIAZ,RENE KTNWA","CORDOVA DIAZ,RENE KTNWA",100.0,,272366.0
"VALDIVIEZO MIJANGOS,OSCAR CERAPIO","VALDIVIEZO MIJANGOS,OSCAR CERAPIO",100.0,,25669.0
"ESTRADA VARGAS,ANA PAULA","ESTRADA VARGAS,ANA PAULA",100.0,,50312.0
"BANUELOS SANCHEZ,PEDRO","BANUELOS SANCHEZ,PEDRO",100.0,,25130.0
"GONZALEZ HERNANDEZ,JESUS","GONZALEZ HERNANDEZ,JESUS",100.0,,3202.0
"LOPEZ ORTIZ,ALEJANDRO","LOPEZ ORTIZ,ALEJANDRO",100.0,,31243.0
"PEREZ ROBLES,JUAN FRANCISCO","PEREZ ROBLES,JUAN FRANCISCO",100.0,,3240.0
"MORALES VILLAGRAN,ALBERTO","MORALES VILLAGRAN,ALBERTO",100.0,,8142.0
"RAMIREZ AMADOR,SERGIO","RAMIREZ AMADOR,SERGIO",100.0,fl:se_ln:ramirezamador-1,6906.0
"AGUILAR ESCALANTE,RODOLFO ANTONIO","AGUILAR ESCALANTE,RODOLFO ANTONIO",100.0,,333228.0
"VACAS JACQUES,PAULINO","VACAS JACQUES,PAULINO",100.0,,104481.0
"SANCHEZ LLAMAZARES,JOSE LUIS","SANCHEZ LLAMAZARES,JOSE LUIS",100.0,,354626.0
"IBARRA GAYTAN,PABLO JESUS","IBARRA GAYTAN,PABLO JESUS",100.0,,424198.0
"SANCHEZ VALDES,CESAR FIDEL","SANCHEZ VALDES,CESAR FIDEL",100.0,,568021.0
"GONZALEZ RIOS,HUMBERTO","GONZALEZ RIOS,HUMBERTO",100.0,,66573.0
"ESPINO SOLIS,GERARDO PAVEL","ESPINO SOLIS,GERARDO PAVEL",100.0,,103834.0
"PEDRAZA ESCALONA,MARIA MARTHA","PEDRAZA ESCALONA,MARIA MARTHA",100.0,,37816.0
"OLVERA RODRIGUEZ,ALEJANDRO","OLVERA RODRIGUEZ,ALEJANDRO",100.0,,216693.0
"PEDROZA ISLAS,RUTH","PEDROZA ISLAS,RUTH",100.0,,6961.0
"GONZALEZ RODRIGUEZ,LUIS","GONZALEZ RODRIGUEZ,LUIS MARIO",100.0,fl:lu_ln:gonzalezrodriguez-1,209619.0
"RODRIGUEZ LEAL,ERNESTO","RODRIGUEZ LEAL,ERNESTO",100.0,,40818.0
"RODRIGUEZ ALCAZAR,JORGE","RODRIGUEZ ALCAZAR,JORGE",100.0,fl:jo_ln:alcazar-2,3809.0
"GARZON TIZNADO,JOSE ANTONIO","GARZON TIZNADO,JOSE ANTONIO",100.0,,3613.0
"BRAVO ZANOGUERA,MIGUEL","BRAVO ZANOGUERA,MIGUEL ENRIQUE",100.0,,30620.0
"ANTON PALMA,BENITO","ANTON PALMA,BENITO",100.0,fl:be_ln:palma-1,19714.0
"ALEMAN VAZQUEZ,LAURA OLIVIA ","ALEMAN VAZQUEZ,LAURA OLIVIA",100.0,fl:la_ln:alemanvazquez-1,122808.0
"AGUILAR ARMENDARIZ,RAMON ALBERTO","AGUILAR ARMENDARIZ,RAMON ALBERTO",100.0,,30200.0
"SACRISTAN ROCK,EMILIO","SACRISTAN ROCK,EMILIO",100.0,,16445.0
"ALONSO VILATELA,MARIA ELISA","ALONSO VILATELA,MARIA ELISA",100.0,,6452.0
"VILLARREAL TREVINO,JUAN ANTONIO","VILLARREAL TREVINO,JUAN ANTONIO",100.0,fl:ju_ln:villarrealtrevino-1,32126.0
"LIU,HONGBO","LIU,HONGBO",100.0,fl:ho_ln:liu-78,21624.0
